componente,unidade,Valor por 100g,Colher sopa rasa (12 g),codigo_alimento,nome_alimento
Energia,kJ,1557,186,BRC0002R,Nome não encontrado
Energia,kcal,367,44,BRC0002R,Nome não encontrado
Umidade,g,"6,90","0,83",BRC0002R,Nome não encontrado
Carboidrato total,g,"84,2","10,1",BRC0002R,Nome não encontrado
Carboidrato disponível,g,"82,8","9,94",BRC0002R,Nome não encontrado
Proteína,g,"6,60","0,79",BRC0002R,Nome não encontrado
Lipídios,g,"0,70","0,08",BRC0002R,Nome não encontrado
Fibra alimentar,g,"1,37","0,16",BRC0002R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0002R,Nome não encontrado
Cinzas,g,"1,60","0,19",BRC0002R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0002R,Nome não encontrado
Ácidos graxos saturados,g,"0,17","0,02",BRC0002R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,24","0,03",BRC0002R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,20","0,02",BRC0002R,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0002R,Nome não encontrado
Cálcio,mg,128,"15,5",BRC0002R,Nome não encontrado
Ferro,mg,"2,83","0,34",BRC0002R,Nome não encontrado
Sódio,mg,743,"89,2",BRC0002R,Nome não encontrado
Magnésio,mg,"39,7","4,77",BRC0002R,Nome não encontrado
Fósforo,mg,277,"33,2",BRC0002R,Nome não encontrado
Potássio,mg,326,"39,2",BRC0002R,Nome não encontrado
Manganês,mg,,,BRC0002R,Nome não encontrado
Zinco,mg,"0,76","0,09",BRC0002R,Nome não encontrado
Cobre,mg,,,BRC0002R,Nome não encontrado
Selênio,mcg,,,BRC0002R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0002R,Nome não encontrado
Vitamina A (RAE),mcg,"0,09","0,01",BRC0002R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0002R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,06","0,01",BRC0002R,Nome não encontrado
Tiamina,mg,"0,20","0,02",BRC0002R,Nome não encontrado
Riboflavina,mg,"0,17","0,02",BRC0002R,Nome não encontrado
Niacina,mg,"2,34","0,28",BRC0002R,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0002R,Nome não encontrado
Vitamina B12,mcg,"0,48","0,06",BRC0002R,Nome não encontrado
Vitamina C,mg,"0,10","0,01",BRC0002R,Nome não encontrado
Equivalente de folato,mcg,"82,3","9,88",BRC0002R,Nome não encontrado
Sal de adição,g,,,BRC0002R,Nome não encontrado
Açúcar de adição,g,,,BRC0002R,Nome não encontrado
Gordura de adição,g,,,BRC0002R,Nome não encontrado
Proteína vegetal,g,,,BRC0002R,Nome não encontrado
Proteína animal,g,,,BRC0002R,Nome não encontrado
