componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,503,503,BRC0089F,Nome não encontrado
Energia,kcal,120,119,BRC0089F,Nome não encontrado
Umidade,g,"74,8","74,8",BRC0089F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0089F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0089F,Nome não encontrado
Proteína,g,"19,3","19,3",BRC0089F,Nome não encontrado
Lipídios,g,"4,73","4,73",BRC0089F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0089F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0089F,Nome não encontrado
Cinzas,g,"1,17","1,17",BRC0089F,Nome não encontrado
Colesterol,mg,116,116,BRC0089F,Nome não encontrado
Ácidos graxos saturados,g,"1,44","1,44",BRC0089F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,11","2,11",BRC0089F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,36",BRC0089F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0089F,Nome não encontrado
Cálcio,mg,"6,32","6,32",BRC0089F,Nome não encontrado
Ferro,mg,"0,89","0,89",BRC0089F,Nome não encontrado
Sódio,mg,"69,1","69,1",BRC0089F,Nome não encontrado
Magnésio,mg,"19,7","19,7",BRC0089F,Nome não encontrado
Fósforo,mg,174,174,BRC0089F,Nome não encontrado
Potássio,mg,279,279,BRC0089F,Nome não encontrado
Manganês,mg,,,BRC0089F,Nome não encontrado
Zinco,mg,"4,18","4,18",BRC0089F,Nome não encontrado
Cobre,mg,,,BRC0089F,Nome não encontrado
Selênio,mcg,,,BRC0089F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0089F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0089F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0089F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,53",BRC0089F,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0089F,Nome não encontrado
Riboflavina,mg,"0,48","0,48",BRC0089F,Nome não encontrado
Niacina,mg,"3,13","3,13",BRC0089F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0089F,Nome não encontrado
Vitamina B12,mcg,"0,94","0,94",BRC0089F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0089F,Nome não encontrado
Equivalente de folato,mcg,"3,97","3,97",BRC0089F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0089F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0089F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0089F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0089F,Nome não encontrado
Proteína animal,g,"19,3","19,3",BRC0089F,Nome não encontrado
