componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1563,250,BRC0028N,Nome não encontrado
Energia,kcal,369,58,BRC0028N,Nome não encontrado
Umidade,g,"7,35","1,18",BRC0028N,Nome não encontrado
Carboidrato total,g,"88,9","14,2",BRC0028N,Nome não encontrado
Carboidrato disponível,g,"86,3","13,8",BRC0028N,Nome não encontrado
Proteína,g,"1,30","0,21",BRC0028N,Nome não encontrado
Lipídios,g,"1,42","0,23",BRC0028N,Nome não encontrado
Fibra alimentar,g,"2,61","0,42",BRC0028N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0028N,Nome não encontrado
Cinzas,g,"0,98","0,16",BRC0028N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Ácidos graxos saturados,g,"0,26","0,04",BRC0028N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,46","0,07",BRC0028N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,71","0,11",BRC0028N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0028N,Nome não encontrado
Cálcio,mg,"50,7","8,11",BRC0028N,Nome não encontrado
Ferro,mg,"0,05","0,01",BRC0028N,Nome não encontrado
Sódio,mg,1825,292,BRC0028N,Nome não encontrado
Magnésio,mg,"17,6","2,81",BRC0028N,Nome não encontrado
Fósforo,mg,"12,4","1,99",BRC0028N,Nome não encontrado
Potássio,mg,"18,6","2,98",BRC0028N,Nome não encontrado
Manganês,mg,,,BRC0028N,Nome não encontrado
Zinco,mg,"0,20","0,03",BRC0028N,Nome não encontrado
Cobre,mg,,,BRC0028N,Nome não encontrado
Selênio,mcg,,,BRC0028N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0028N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0028N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0028N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,11",BRC0028N,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0028N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0028N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0028N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0028N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0028N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0028N,Nome não encontrado
Proteína vegetal,g,"1,30","0,21",BRC0028N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0028N,Nome não encontrado
