componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,2392,717,BRC0044K,Nome não encontrado
Energia,kcal,577,172,BRC0044K,Nome não encontrado
Umidade,g,"1,37","0,41",BRC0044K,Nome não encontrado
Carboidrato total,g,"45,9","13,8",BRC0044K,Nome não encontrado
Carboidrato disponível,g,"35,0","10,5",BRC0044K,Nome não encontrado
Proteína,g,"7,79","2,34",BRC0044K,Nome não encontrado
Lipídios,g,"42,6","12,8",BRC0044K,Nome não encontrado
Fibra alimentar,g,"10,9","3,27",BRC0044K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0044K,Nome não encontrado
Cinzas,g,"2,31","0,69",BRC0044K,Nome não encontrado
Colesterol,mg,"0,03","0,01",BRC0044K,Nome não encontrado
Ácidos graxos saturados,g,"24,5","7,35",BRC0044K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"12,8","3,83",BRC0044K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,26","0,38",BRC0044K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0044K,Nome não encontrado
Cálcio,mg,"73,1","21,9",BRC0044K,Nome não encontrado
Ferro,mg,"4,30","1,29",BRC0044K,Nome não encontrado
Sódio,mg,"51,0","15,3",BRC0044K,Nome não encontrado
Magnésio,mg,103,"31,1",BRC0044K,Nome não encontrado
Fósforo,mg,308,"92,4",BRC0044K,Nome não encontrado
Potássio,mg,367,110,BRC0044K,Nome não encontrado
Manganês,mg,,,BRC0044K,Nome não encontrado
Zinco,mg,"1,21","0,36",BRC0044K,Nome não encontrado
Cobre,mg,,,BRC0044K,Nome não encontrado
Selênio,mcg,,,BRC0044K,Nome não encontrado
Vitamina A (RE),mcg,"2,00","0,60",BRC0044K,Nome não encontrado
Vitamina A (RAE),mcg,"2,00","0,60",BRC0044K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0044K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,18",BRC0044K,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0044K,Nome não encontrado
Riboflavina,mg,"0,08","0,02",BRC0044K,Nome não encontrado
Niacina,mg,"1,05","0,32",BRC0044K,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0044K,Nome não encontrado
Vitamina B12,mcg,"0,28","0,08",BRC0044K,Nome não encontrado
Vitamina C,mg,"0,03","0,01",BRC0044K,Nome não encontrado
Equivalente de folato,mcg,,,BRC0044K,Nome não encontrado
Sal de adição,g,,,BRC0044K,Nome não encontrado
Açúcar de adição,g,,,BRC0044K,Nome não encontrado
Gordura de adição,g,,,BRC0044K,Nome não encontrado
Proteína vegetal,g,,,BRC0044K,Nome não encontrado
Proteína animal,g,,,BRC0044K,Nome não encontrado
