componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,378,207,BRC0279N,Nome não encontrado
Energia,kcal,90,49,BRC0279N,Nome não encontrado
Umidade,g,"81,6","44,9",BRC0279N,Nome não encontrado
Carboidrato total,g,"4,64","2,55",BRC0279N,Nome não encontrado
Carboidrato disponível,g,"4,02","2,21",BRC0279N,Nome não encontrado
Proteína,g,"8,65","4,76",BRC0279N,Nome não encontrado
Lipídios,g,"4,27","2,35",BRC0279N,Nome não encontrado
Fibra alimentar,g,"0,62","0,34",BRC0279N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0279N,Nome não encontrado
Cinzas,g,"0,90","0,50",BRC0279N,Nome não encontrado
Colesterol,mg,"25,2","13,9",BRC0279N,Nome não encontrado
Ácidos graxos saturados,g,"0,72","0,39",BRC0279N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,64","0,90",BRC0279N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,64","0,90",BRC0279N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0279N,Nome não encontrado
Cálcio,mg,"10,6","5,82",BRC0279N,Nome não encontrado
Ferro,mg,"0,16","0,09",BRC0279N,Nome não encontrado
Sódio,mg,132,"72,8",BRC0279N,Nome não encontrado
Magnésio,mg,"10,6","5,84",BRC0279N,Nome não encontrado
Fósforo,mg,"68,4","37,6",BRC0279N,Nome não encontrado
Potássio,mg,186,102,BRC0279N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0279N,Nome não encontrado
Zinco,mg,"0,21","0,11",BRC0279N,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0279N,Nome não encontrado
Selênio,mcg,"14,6","8,03",BRC0279N,Nome não encontrado
Vitamina A (RE),mcg,"17,6","9,70",BRC0279N,Nome não encontrado
Vitamina A (RAE),mcg,"9,63","5,30",BRC0279N,Nome não encontrado
Vitamina D,mcg,"2,13","1,17",BRC0279N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,31",BRC0279N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0279N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0279N,Nome não encontrado
Niacina,mg,"0,29","0,16",BRC0279N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0279N,Nome não encontrado
Vitamina B12,mcg,"0,92","0,51",BRC0279N,Nome não encontrado
Vitamina C,mg,"1,56","0,86",BRC0279N,Nome não encontrado
Equivalente de folato,mcg,"7,55","4,15",BRC0279N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0279N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0279N,Nome não encontrado
Gordura de adição,g,-,-,BRC0279N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0279N,Nome não encontrado
Proteína animal,g,-,-,BRC0279N,Nome não encontrado
