componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,491,490,BRC0388E,Nome não encontrado
Energia,kcal,118,117,BRC0388E,Nome não encontrado
Umidade,g,"77,8","77,8",BRC0388E,Nome não encontrado
Carboidrato total,g,"2,46","2,46",BRC0388E,Nome não encontrado
Carboidrato disponível,g,"2,04","2,04",BRC0388E,Nome não encontrado
Proteína,g,"11,2","11,2",BRC0388E,Nome não encontrado
Lipídios,g,"6,91","6,91",BRC0388E,Nome não encontrado
Fibra alimentar,g,"0,42","0,42",BRC0388E,Nome não encontrado
Álcool,g,"0,17","0,17",BRC0388E,Nome não encontrado
Cinzas,g,"1,77","1,77",BRC0388E,Nome não encontrado
Colesterol,mg,143,143,BRC0388E,Nome não encontrado
Ácidos graxos saturados,g,"2,71","2,71",BRC0388E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,42","2,42",BRC0388E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,15","1,15",BRC0388E,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,03",BRC0388E,Nome não encontrado
Cálcio,mg,"87,2","87,2",BRC0388E,Nome não encontrado
Ferro,mg,"1,52","1,52",BRC0388E,Nome não encontrado
Sódio,mg,488,488,BRC0388E,Nome não encontrado
Magnésio,mg,"15,2","15,2",BRC0388E,Nome não encontrado
Fósforo,mg,178,178,BRC0388E,Nome não encontrado
Potássio,mg,123,123,BRC0388E,Nome não encontrado
Manganês,mg,"0,09","0,09",BRC0388E,Nome não encontrado
Zinco,mg,"0,77","0,77",BRC0388E,Nome não encontrado
Cobre,mg,"0,24","0,24",BRC0388E,Nome não encontrado
Selênio,mcg,"0,26","0,26",BRC0388E,Nome não encontrado
Vitamina A (RE),mcg,"25,4","25,4",BRC0388E,Nome não encontrado
Vitamina A (RAE),mcg,"44,2","44,2",BRC0388E,Nome não encontrado
Vitamina D,mcg,"0,13","0,13",BRC0388E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,42","1,42",BRC0388E,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0388E,Nome não encontrado
Riboflavina,mg,"0,05","0,05",BRC0388E,Nome não encontrado
Niacina,mg,"0,12","0,12",BRC0388E,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0388E,Nome não encontrado
Vitamina B12,mcg,"0,96","0,96",BRC0388E,Nome não encontrado
Vitamina C,mg,"1,32","1,32",BRC0388E,Nome não encontrado
Equivalente de folato,mcg,"13,5","13,5",BRC0388E,Nome não encontrado
Sal de adição,g,"0,45","0,45",BRC0388E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0388E,Nome não encontrado
Gordura de adição,g,-,-,BRC0388E,Nome não encontrado
Proteína vegetal,g,-,-,BRC0388E,Nome não encontrado
Proteína animal,g,-,-,BRC0388E,Nome não encontrado
