componente,unidade,Valor por 100g,Porção Média (140 g),codigo_alimento,nome_alimento
Energia,kJ,847,1186,BRC0499A,Nome não encontrado
Energia,kcal,202,282,BRC0499A,Nome não encontrado
Umidade,g,"56,6","79,2",BRC0499A,Nome não encontrado
Carboidrato total,g,"21,2","29,6",BRC0499A,Nome não encontrado
Carboidrato disponível,g,"18,5","26,0",BRC0499A,Nome não encontrado
Proteína,g,"12,5","17,5",BRC0499A,Nome não encontrado
Lipídios,g,"8,08","11,3",BRC0499A,Nome não encontrado
Fibra alimentar,g,"2,61","3,65",BRC0499A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0499A,Nome não encontrado
Cinzas,g,"1,72","2,41",BRC0499A,Nome não encontrado
Colesterol,mg,"28,8","40,3",BRC0499A,Nome não encontrado
Ácidos graxos saturados,g,"3,22","4,51",BRC0499A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,22","3,11",BRC0499A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,70","2,37",BRC0499A,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,12",BRC0499A,Nome não encontrado
Cálcio,mg,"84,2",117,BRC0499A,Nome não encontrado
Ferro,mg,"1,62","2,27",BRC0499A,Nome não encontrado
Sódio,mg,285,400,BRC0499A,Nome não encontrado
Magnésio,mg,"38,8","54,4",BRC0499A,Nome não encontrado
Fósforo,mg,183,256,BRC0499A,Nome não encontrado
Potássio,mg,259,363,BRC0499A,Nome não encontrado
Manganês,mg,"0,71","0,99",BRC0499A,Nome não encontrado
Zinco,mg,"0,89","1,24",BRC0499A,Nome não encontrado
Cobre,mg,"0,08","0,11",BRC0499A,Nome não encontrado
Selênio,mcg,"2,67","3,74",BRC0499A,Nome não encontrado
Vitamina A (RE),mcg,133,186,BRC0499A,Nome não encontrado
Vitamina A (RAE),mcg,"86,2",120,BRC0499A,Nome não encontrado
Vitamina D,mcg,"3,75","5,24",BRC0499A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91","1,27",BRC0499A,Nome não encontrado
Tiamina,mg,"0,10","0,14",BRC0499A,Nome não encontrado
Riboflavina,mg,"0,05","0,07",BRC0499A,Nome não encontrado
Niacina,mg,"1,77","2,47",BRC0499A,Nome não encontrado
Vitamina B6,mg,"0,07","0,09",BRC0499A,Nome não encontrado
Vitamina B12,mcg,"0,55","0,77",BRC0499A,Nome não encontrado
Vitamina C,mg,"9,64","13,5",BRC0499A,Nome não encontrado
Equivalente de folato,mcg,"52,5","73,6",BRC0499A,Nome não encontrado
Sal de adição,g,,,BRC0499A,Nome não encontrado
Açúcar de adição,g,,,BRC0499A,Nome não encontrado
Gordura de adição,g,-,-,BRC0499A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0499A,Nome não encontrado
Proteína animal,g,-,-,BRC0499A,Nome não encontrado
