componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (40 g),codigo_alimento,nome_alimento
Energia,kJ,1109,443,BRC0763F,Nome não encontrado
Energia,kcal,267,106,BRC0763F,Nome não encontrado
Umidade,g,"54,5","21,8",BRC0763F,Nome não encontrado
Carboidrato total,g,"0,73","0,29",BRC0763F,Nome não encontrado
Carboidrato disponível,g,"0,73","0,29",BRC0763F,Nome não encontrado
Proteína,g,"20,7","8,27",BRC0763F,Nome não encontrado
Lipídios,g,"20,2","8,06",BRC0763F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0763F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0763F,Nome não encontrado
Cinzas,g,"3,91","1,57",BRC0763F,Nome não encontrado
Colesterol,mg,"81,1","32,4",BRC0763F,Nome não encontrado
Ácidos graxos saturados,g,"5,85","2,34",BRC0763F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,75","3,10",BRC0763F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,00","1,20",BRC0763F,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0763F,Nome não encontrado
Cálcio,mg,"10,4","4,14",BRC0763F,Nome não encontrado
Ferro,mg,"1,09","0,44",BRC0763F,Nome não encontrado
Sódio,mg,1375,550,BRC0763F,Nome não encontrado
Magnésio,mg,"19,6","7,85",BRC0763F,Nome não encontrado
Fósforo,mg,218,"87,4",BRC0763F,Nome não encontrado
Potássio,mg,363,145,BRC0763F,Nome não encontrado
Manganês,mg,"0,31","0,12",BRC0763F,Nome não encontrado
Zinco,mg,"3,62","1,45",BRC0763F,Nome não encontrado
Cobre,mg,"0,12","0,05",BRC0763F,Nome não encontrado
Selênio,mcg,"8,02","3,21",BRC0763F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0763F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0763F,Nome não encontrado
Vitamina D,mcg,,,BRC0763F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,31",BRC0763F,Nome não encontrado
Tiamina,mg,"0,26","0,10",BRC0763F,Nome não encontrado
Riboflavina,mg,"0,06","0,02",BRC0763F,Nome não encontrado
Niacina,mg,"6,28","2,51",BRC0763F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0763F,Nome não encontrado
Vitamina B12,mcg,"0,60","0,24",BRC0763F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0763F,Nome não encontrado
Equivalente de folato,mcg,"12,4","4,96",BRC0763F,Nome não encontrado
Sal de adição,g,,,BRC0763F,Nome não encontrado
Açúcar de adição,g,,,BRC0763F,Nome não encontrado
Gordura de adição,g,,,BRC0763F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0763F,Nome não encontrado
Proteína animal,g,"20,7","8,27",BRC0763F,Nome não encontrado
