componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,849,254,BRC0091K,Nome não encontrado
Energia,kcal,200,59,BRC0091K,Nome não encontrado
Umidade,g,"51,3","15,4",BRC0091K,Nome não encontrado
Carboidrato total,g,"48,4","14,5",BRC0091K,Nome não encontrado
Carboidrato disponível,g,"48,3","14,5",BRC0091K,Nome não encontrado
Proteína,g,"0,16","0,05",BRC0091K,Nome não encontrado
Lipídios,g,"0,01","0,00",BRC0091K,Nome não encontrado
Fibra alimentar,g,"0,09","0,03",BRC0091K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0091K,Nome não encontrado
Cinzas,g,"0,22","0,07",BRC0091K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0091K,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0091K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0091K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0091K,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0091K,Nome não encontrado
Cálcio,mg,"20,9","6,28",BRC0091K,Nome não encontrado
Ferro,mg,"1,05","0,31",BRC0091K,Nome não encontrado
Sódio,mg,"5,15","1,55",BRC0091K,Nome não encontrado
Magnésio,mg,"11,6","3,48",BRC0091K,Nome não encontrado
Fósforo,mg,"7,15","2,14",BRC0091K,Nome não encontrado
Potássio,mg,"80,0","24,0",BRC0091K,Nome não encontrado
Manganês,mg,"0,84","0,25",BRC0091K,Nome não encontrado
Zinco,mg,"0,08","0,02",BRC0091K,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0091K,Nome não encontrado
Selênio,mcg,"0,08","0,02",BRC0091K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0091K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0091K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0091K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0091K,Nome não encontrado
Tiamina,mg,traços,traços,BRC0091K,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0091K,Nome não encontrado
Niacina,mg,"0,01","0,00",BRC0091K,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0091K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0091K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0091K,Nome não encontrado
Equivalente de folato,mcg,"0,48","0,14",BRC0091K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0091K,Nome não encontrado
Açúcar de adição,g,"40,0","12,0",BRC0091K,Nome não encontrado
Gordura de adição,g,-,-,BRC0091K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0091K,Nome não encontrado
Proteína animal,g,-,-,BRC0091K,Nome não encontrado
