componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,79,188,129,BRC0230C,Nome não encontrado
Energia,kcal,19,44,30,BRC0230C,Nome não encontrado
Umidade,g,"94,2",226,155,BRC0230C,Nome não encontrado
Carboidrato total,g,"5,00","12,0","8,25",BRC0230C,Nome não encontrado
Carboidrato disponível,g,"3,20","7,68","5,28",BRC0230C,Nome não encontrado
Proteína,g,"0,40","0,96","0,66",BRC0230C,Nome não encontrado
Lipídios,g,"0,08","0,19","0,13",BRC0230C,Nome não encontrado
Fibra alimentar,g,"1,80","4,32","2,97",BRC0230C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
Cinzas,g,"0,32","0,77","0,53",BRC0230C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0230C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0230C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0230C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0230C,Nome não encontrado
Cálcio,mg,,,,BRC0230C,Nome não encontrado
Ferro,mg,,,,BRC0230C,Nome não encontrado
Sódio,mg,,,,BRC0230C,Nome não encontrado
Magnésio,mg,,,,BRC0230C,Nome não encontrado
Fósforo,mg,,,,BRC0230C,Nome não encontrado
Potássio,mg,,,,BRC0230C,Nome não encontrado
Manganês,mg,,,,BRC0230C,Nome não encontrado
Zinco,mg,,,,BRC0230C,Nome não encontrado
Cobre,mg,,,,BRC0230C,Nome não encontrado
Selênio,mcg,,,,BRC0230C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0230C,Nome não encontrado
Vitamina A (RAE),mcg,"1,20","2,88","1,98",BRC0230C,Nome não encontrado
Vitamina D,mcg,,,,BRC0230C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0230C,Nome não encontrado
Tiamina,mg,,,,BRC0230C,Nome não encontrado
Riboflavina,mg,,,,BRC0230C,Nome não encontrado
Niacina,mg,,,,BRC0230C,Nome não encontrado
Vitamina B6,mg,,,,BRC0230C,Nome não encontrado
Vitamina B12,mcg,,,,BRC0230C,Nome não encontrado
Vitamina C,mg,"0,85","2,04","1,41",BRC0230C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0230C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
Proteína vegetal,g,"0,40","0,96","0,66",BRC0230C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0230C,Nome não encontrado
