componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,128,89,BRC0504B,Nome não encontrado
Energia,kcal,31,21,BRC0504B,Nome não encontrado
Umidade,g,"90,2","63,1",BRC0504B,Nome não encontrado
Carboidrato total,g,"7,55","5,28",BRC0504B,Nome não encontrado
Carboidrato disponível,g,"4,56","3,19",BRC0504B,Nome não encontrado
Proteína,g,"1,12","0,79",BRC0504B,Nome não encontrado
Lipídios,g,"0,21","0,15",BRC0504B,Nome não encontrado
Fibra alimentar,g,"2,98","2,09",BRC0504B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0504B,Nome não encontrado
Cinzas,g,"0,91","0,64",BRC0504B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0504B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,02",BRC0504B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,01",BRC0504B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,07",BRC0504B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0504B,Nome não encontrado
Cálcio,mg,"21,4","15,0",BRC0504B,Nome não encontrado
Ferro,mg,"0,47","0,33",BRC0504B,Nome não encontrado
Sódio,mg,"11,1","7,80",BRC0504B,Nome não encontrado
Magnésio,mg,"11,4","7,95",BRC0504B,Nome não encontrado
Fósforo,mg,"26,9","18,8",BRC0504B,Nome não encontrado
Potássio,mg,278,194,BRC0504B,Nome não encontrado
Manganês,mg,"0,06","0,04",BRC0504B,Nome não encontrado
Zinco,mg,"0,30","0,21",BRC0504B,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0504B,Nome não encontrado
Selênio,mcg,"0,60","0,42",BRC0504B,Nome não encontrado
Vitamina A (RE),mcg,740,518,BRC0504B,Nome não encontrado
Vitamina A (RAE),mcg,370,259,BRC0504B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0504B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58","0,41",BRC0504B,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0504B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0504B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0504B,Nome não encontrado
Vitamina B6,mg,"0,05","0,04",BRC0504B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0504B,Nome não encontrado
Vitamina C,mg,"5,12","3,58",BRC0504B,Nome não encontrado
Equivalente de folato,mcg,"15,9","11,1",BRC0504B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0504B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0504B,Nome não encontrado
Gordura de adição,g,-,-,BRC0504B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0504B,Nome não encontrado
Proteína animal,g,-,-,BRC0504B,Nome não encontrado
