componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,242,144,BRC0004J,Nome não encontrado
Energia,kcal,57,34,BRC0004J,Nome não encontrado
Umidade,g,"85,2","51,1",BRC0004J,Nome não encontrado
Carboidrato total,g,"0,57","0,34",BRC0004J,Nome não encontrado
Carboidrato disponível,g,"0,57","0,34",BRC0004J,Nome não encontrado
Proteína,g,"13,4","8,07",BRC0004J,Nome não encontrado
Lipídios,g,"0,09","0,05",BRC0004J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0004J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0004J,Nome não encontrado
Cinzas,g,"0,67","0,40",BRC0004J,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0004J,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0004J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0004J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0004J,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0004J,Nome não encontrado
Cálcio,mg,"6,23","3,74",BRC0004J,Nome não encontrado
Ferro,mg,"0,08","0,05",BRC0004J,Nome não encontrado
Sódio,mg,180,108,BRC0004J,Nome não encontrado
Magnésio,mg,"11,0","6,60",BRC0004J,Nome não encontrado
Fósforo,mg,"15,4","9,26",BRC0004J,Nome não encontrado
Potássio,mg,145,"87,5",BRC0004J,Nome não encontrado
Manganês,mg,traços,traços,BRC0004J,Nome não encontrado
Zinco,mg,"0,00","0,00",BRC0004J,Nome não encontrado
Cobre,mg,"0,03","0,02",BRC0004J,Nome não encontrado
Selênio,mcg,"5,20","3,12",BRC0004J,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0004J,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0004J,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0004J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0004J,Nome não encontrado
Tiamina,mg,traços,traços,BRC0004J,Nome não encontrado
Riboflavina,mg,"0,08","0,05",BRC0004J,Nome não encontrado
Niacina,mg,traços,traços,BRC0004J,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0004J,Nome não encontrado
Vitamina B12,mcg,"0,08","0,05",BRC0004J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0004J,Nome não encontrado
Equivalente de folato,mcg,"3,32","1,99",BRC0004J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0004J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0004J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0004J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0004J,Nome não encontrado
Proteína animal,g,"13,4","8,07",BRC0004J,Nome não encontrado
