componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (18 g),codigo_alimento,nome_alimento
Energia,kJ,1114,200,BRC0099F,Nome não encontrado
Energia,kcal,267,48,BRC0099F,Nome não encontrado
Umidade,g,"52,0","9,36",BRC0099F,Nome não encontrado
Carboidrato total,g,"18,0","3,24",BRC0099F,Nome não encontrado
Carboidrato disponível,g,"18,0","3,24",BRC0099F,Nome não encontrado
Proteína,g,"10,5","1,89",BRC0099F,Nome não encontrado
Lipídios,g,"17,0","3,06",BRC0099F,Nome não encontrado
Fibra alimentar,g,,,BRC0099F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0099F,Nome não encontrado
Cinzas,g,"2,50","0,45",BRC0099F,Nome não encontrado
Colesterol,mg,"37,5","6,75",BRC0099F,Nome não encontrado
Ácidos graxos saturados,g,"3,72","0,67",BRC0099F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,15","0,93",BRC0099F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,82","1,23",BRC0099F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0099F,Nome não encontrado
Cálcio,mg,"37,9","6,83",BRC0099F,Nome não encontrado
Ferro,mg,"1,43","0,26",BRC0099F,Nome não encontrado
Sódio,mg,536,"96,6",BRC0099F,Nome não encontrado
Magnésio,mg,"34,9","6,29",BRC0099F,Nome não encontrado
Fósforo,mg,212,"38,3",BRC0099F,Nome não encontrado
Potássio,mg,280,"50,5",BRC0099F,Nome não encontrado
Manganês,mg,,,BRC0099F,Nome não encontrado
Zinco,mg,"0,75","0,13",BRC0099F,Nome não encontrado
Cobre,mg,,,BRC0099F,Nome não encontrado
Selênio,mcg,,,BRC0099F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0099F,Nome não encontrado
Vitamina A (RAE),mcg,"17,6","3,18",BRC0099F,Nome não encontrado
Vitamina D,mcg,,,BRC0099F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,30","0,23",BRC0099F,Nome não encontrado
Tiamina,mg,"0,11","0,02",BRC0099F,Nome não encontrado
Riboflavina,mg,"0,06","0,01",BRC0099F,Nome não encontrado
Niacina,mg,"6,72","1,21",BRC0099F,Nome não encontrado
Vitamina B6,mg,"0,33","0,06",BRC0099F,Nome não encontrado
Vitamina B12,mcg,"0,23","0,04",BRC0099F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0099F,Nome não encontrado
Equivalente de folato,mcg,"4,99","0,90",BRC0099F,Nome não encontrado
Sal de adição,g,,,BRC0099F,Nome não encontrado
Açúcar de adição,g,,,BRC0099F,Nome não encontrado
Gordura de adição,g,,,BRC0099F,Nome não encontrado
Proteína vegetal,g,,,BRC0099F,Nome não encontrado
Proteína animal,g,,,BRC0099F,Nome não encontrado
