componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,742,667,BRC0248T,Nome não encontrado
Energia,kcal,178,159,BRC0248T,Nome não encontrado
Umidade,g,"64,3","57,9",BRC0248T,Nome não encontrado
Carboidrato total,g,"20,3","18,3",BRC0248T,Nome não encontrado
Carboidrato disponível,g,"16,6","14,9",BRC0248T,Nome não encontrado
Proteína,g,"4,62","4,15",BRC0248T,Nome não encontrado
Lipídios,g,"9,51","8,56",BRC0248T,Nome não encontrado
Fibra alimentar,g,"3,74","3,36",BRC0248T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0248T,Nome não encontrado
Cinzas,g,"1,24","1,12",BRC0248T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0248T,Nome não encontrado
Ácidos graxos saturados,g,"4,59","4,13",BRC0248T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,82","2,53",BRC0248T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,49","1,34",BRC0248T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0248T,Nome não encontrado
Cálcio,mg,"21,4","19,3",BRC0248T,Nome não encontrado
Ferro,mg,"1,74","1,56",BRC0248T,Nome não encontrado
Sódio,mg,187,169,BRC0248T,Nome não encontrado
Magnésio,mg,"34,6","31,2",BRC0248T,Nome não encontrado
Fósforo,mg,"68,2","61,4",BRC0248T,Nome não encontrado
Potássio,mg,231,208,BRC0248T,Nome não encontrado
Manganês,mg,"0,69","0,62",BRC0248T,Nome não encontrado
Zinco,mg,"1,07","0,96",BRC0248T,Nome não encontrado
Cobre,mg,"0,23","0,20",BRC0248T,Nome não encontrado
Selênio,mcg,"0,80","0,72",BRC0248T,Nome não encontrado
Vitamina A (RE),mcg,"33,4","30,1",BRC0248T,Nome não encontrado
Vitamina A (RAE),mcg,"21,2","19,1",BRC0248T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0248T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,81","0,73",BRC0248T,Nome não encontrado
Tiamina,mg,"0,14","0,12",BRC0248T,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0248T,Nome não encontrado
Niacina,mg,"0,71","0,64",BRC0248T,Nome não encontrado
Vitamina B6,mg,"0,12","0,10",BRC0248T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0248T,Nome não encontrado
Vitamina C,mg,"4,94","4,45",BRC0248T,Nome não encontrado
Equivalente de folato,mcg,"38,2","34,3",BRC0248T,Nome não encontrado
Sal de adição,g,,,BRC0248T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0248T,Nome não encontrado
Gordura de adição,g,-,-,BRC0248T,Nome não encontrado
Proteína vegetal,g,-,-,BRC0248T,Nome não encontrado
Proteína animal,g,-,-,BRC0248T,Nome não encontrado
