componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1049,314,BRC0074N,Nome não encontrado
Energia,kcal,251,75,BRC0074N,Nome não encontrado
Umidade,g,"53,8","16,1",BRC0074N,Nome não encontrado
Carboidrato total,g,"2,77","0,83",BRC0074N,Nome não encontrado
Carboidrato disponível,g,"2,77","0,83",BRC0074N,Nome não encontrado
Proteína,g,"24,3","7,28",BRC0074N,Nome não encontrado
Lipídios,g,"15,9","4,78",BRC0074N,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0074N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0074N,Nome não encontrado
Cinzas,g,"3,27","0,98",BRC0074N,Nome não encontrado
Colesterol,mg,"64,0","19,2",BRC0074N,Nome não encontrado
Ácidos graxos saturados,g,"10,1","3,03",BRC0074N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,51","1,35",BRC0074N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01",BRC0074N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0074N,Nome não encontrado
Cálcio,mg,782,234,BRC0074N,Nome não encontrado
Ferro,mg,"0,22","0,07",BRC0074N,Nome não encontrado
Sódio,mg,619,185,BRC0074N,Nome não encontrado
Magnésio,mg,"23,0","6,90",BRC0074N,Nome não encontrado
Fósforo,mg,463,138,BRC0074N,Nome não encontrado
Potássio,mg,"84,0","25,2",BRC0074N,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0074N,Nome não encontrado
Zinco,mg,"2,76","0,83",BRC0074N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0074N,Nome não encontrado
Selênio,mcg,"14,4","4,32",BRC0074N,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0074N,Nome não encontrado
Vitamina A (RAE),mcg,127,"38,1",BRC0074N,Nome não encontrado
Vitamina D,mcg,"0,30","0,09",BRC0074N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,14","0,04",BRC0074N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0074N,Nome não encontrado
Riboflavina,mg,"0,30","0,09",BRC0074N,Nome não encontrado
Niacina,mg,"0,11","0,03",BRC0074N,Nome não encontrado
Vitamina B6,mg,"0,07","0,02",BRC0074N,Nome não encontrado
Vitamina B12,mcg,"0,82","0,25",BRC0074N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0074N,Nome não encontrado
Equivalente de folato,mcg,"9,00","2,70",BRC0074N,Nome não encontrado
Sal de adição,g,,,BRC0074N,Nome não encontrado
Açúcar de adição,g,,,BRC0074N,Nome não encontrado
Gordura de adição,g,,,BRC0074N,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0074N,Nome não encontrado
Proteína animal,g,"24,3","7,28",BRC0074N,Nome não encontrado
