componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,298,BRC0290C,Nome não encontrado
Energia,kcal,71,BRC0290C,Nome não encontrado
Umidade,g,"80,9",BRC0290C,Nome não encontrado
Carboidrato total,g,"16,9",BRC0290C,Nome não encontrado
Carboidrato disponível,g,"13,8",BRC0290C,Nome não encontrado
Proteína,g,"0,99",BRC0290C,Nome não encontrado
Lipídios,g,"0,58",BRC0290C,Nome não encontrado
Fibra alimentar,g,"3,17",BRC0290C,Nome não encontrado
Álcool,g,"0,00",BRC0290C,Nome não encontrado
Cinzas,g,"0,61",BRC0290C,Nome não encontrado
Colesterol,mg,"0,00",BRC0290C,Nome não encontrado
Ácidos graxos saturados,g,"0,16",BRC0290C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,12",BRC0290C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10",BRC0290C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0290C,Nome não encontrado
Cálcio,mg,"13,8",BRC0290C,Nome não encontrado
Ferro,mg,"0,28",BRC0290C,Nome não encontrado
Sódio,mg,"8,41",BRC0290C,Nome não encontrado
Magnésio,mg,"15,9",BRC0290C,Nome não encontrado
Fósforo,mg,"22,9",BRC0290C,Nome não encontrado
Potássio,mg,228,BRC0290C,Nome não encontrado
Manganês,mg,"0,31",BRC0290C,Nome não encontrado
Zinco,mg,"0,27",BRC0290C,Nome não encontrado
Cobre,mg,"0,11",BRC0290C,Nome não encontrado
Selênio,mcg,"0,45",BRC0290C,Nome não encontrado
Vitamina A (RE),mcg,"75,9",BRC0290C,Nome não encontrado
Vitamina A (RAE),mcg,"37,9",BRC0290C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0290C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,traços,BRC0290C,Nome não encontrado
Tiamina,mg,"0,14",BRC0290C,Nome não encontrado
Riboflavina,mg,"0,08",BRC0290C,Nome não encontrado
Niacina,mg,traços,BRC0290C,Nome não encontrado
Vitamina B6,mg,"0,06",BRC0290C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0290C,Nome não encontrado
Vitamina C,mg,"21,3",BRC0290C,Nome não encontrado
Equivalente de folato,mcg,"12,9",BRC0290C,Nome não encontrado
Sal de adição,g,"0,00",BRC0290C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0290C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0290C,Nome não encontrado
Proteína vegetal,g,"0,99",BRC0290C,Nome não encontrado
Proteína animal,g,"0,00",BRC0290C,Nome não encontrado
