componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,264,65,47,BRC0484B,Nome não encontrado
Energia,kcal,63,15,11,BRC0484B,Nome não encontrado
Umidade,g,"83,5","20,9","15,0",BRC0484B,Nome não encontrado
Carboidrato total,g,"11,1","2,78","2,00",BRC0484B,Nome não encontrado
Carboidrato disponível,g,"7,66","1,91","1,38",BRC0484B,Nome não encontrado
Proteína,g,"2,38","0,59","0,43",BRC0484B,Nome não encontrado
Lipídios,g,"1,77","0,44","0,32",BRC0484B,Nome não encontrado
Fibra alimentar,g,"3,46","0,87","0,62",BRC0484B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0484B,Nome não encontrado
Cinzas,g,"1,27","0,32","0,23",BRC0484B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0484B,Nome não encontrado
Ácidos graxos saturados,g,"0,24","0,06","0,04",BRC0484B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,28","0,07","0,05",BRC0484B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,85","0,21","0,15",BRC0484B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0484B,Nome não encontrado
Cálcio,mg,"17,6","4,39","3,16",BRC0484B,Nome não encontrado
Ferro,mg,"0,74","0,18","0,13",BRC0484B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0484B,Nome não encontrado
Magnésio,mg,"19,7","4,93","3,55",BRC0484B,Nome não encontrado
Fósforo,mg,"42,5","10,6","7,64",BRC0484B,Nome não encontrado
Potássio,mg,398,"99,7","71,8",BRC0484B,Nome não encontrado
Manganês,mg,"0,15","0,04","0,03",BRC0484B,Nome não encontrado
Zinco,mg,"0,28","0,07","0,05",BRC0484B,Nome não encontrado
Cobre,mg,"0,08","0,02","0,01",BRC0484B,Nome não encontrado
Selênio,mcg,"0,40","0,10","0,07",BRC0484B,Nome não encontrado
Vitamina A (RE),mcg,"55,6","13,9","10,0",BRC0484B,Nome não encontrado
Vitamina A (RAE),mcg,"27,8","6,95","5,00",BRC0484B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0484B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,11","0,78","0,56",BRC0484B,Nome não encontrado
Tiamina,mg,"0,07","0,02","0,01",BRC0484B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,01",BRC0484B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0484B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0484B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0484B,Nome não encontrado
Vitamina C,mg,279,"69,9","50,3",BRC0484B,Nome não encontrado
Equivalente de folato,mcg,"32,8","8,20","5,90",BRC0484B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0484B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0484B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0484B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0484B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0484B,Nome não encontrado
