componente,unidade,Valor por 100g,Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,2061,164,BRC0009R,Nome não encontrado
Energia,kcal,491,39,BRC0009R,Nome não encontrado
Umidade,g,"0,92","0,07",BRC0009R,Nome não encontrado
Carboidrato total,g,"73,4","5,87",BRC0009R,Nome não encontrado
Carboidrato disponível,g,"73,1","5,84",BRC0009R,Nome não encontrado
Proteína,g,"3,99","0,32",BRC0009R,Nome não encontrado
Lipídios,g,"20,2","1,62",BRC0009R,Nome não encontrado
Fibra alimentar,g,"0,32","0,03",BRC0009R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0009R,Nome não encontrado
Cinzas,g,"1,49","0,12",BRC0009R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Ácidos graxos saturados,g,"11,4","0,91",BRC0009R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,81","0,46",BRC0009R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,24","0,02",BRC0009R,Nome não encontrado
Ácidos graxos trans,g,"3,29","0,26",BRC0009R,Nome não encontrado
Cálcio,mg,"2,04","0,16",BRC0009R,Nome não encontrado
Ferro,mg,"0,27","0,02",BRC0009R,Nome não encontrado
Sódio,mg,126,"10,1",BRC0009R,Nome não encontrado
Magnésio,mg,"1,02","0,08",BRC0009R,Nome não encontrado
Fósforo,mg,294,"23,5",BRC0009R,Nome não encontrado
Potássio,mg,683,"54,7",BRC0009R,Nome não encontrado
Manganês,mg,,,BRC0009R,Nome não encontrado
Zinco,mg,"0,07","0,01",BRC0009R,Nome não encontrado
Cobre,mg,,,BRC0009R,Nome não encontrado
Selênio,mcg,,,BRC0009R,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0009R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0009R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0009R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,77","0,06",BRC0009R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0009R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0009R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0009R,Nome não encontrado
Sal de adição,g,,,BRC0009R,Nome não encontrado
Açúcar de adição,g,,,BRC0009R,Nome não encontrado
Gordura de adição,g,,,BRC0009R,Nome não encontrado
Proteína vegetal,g,,,BRC0009R,Nome não encontrado
Proteína animal,g,,,BRC0009R,Nome não encontrado
