componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,504,201,BRC0068K,Nome não encontrado
Energia,kcal,120,47,BRC0068K,Nome não encontrado
Umidade,g,"73,5","29,4",BRC0068K,Nome não encontrado
Carboidrato total,g,"19,8","7,92",BRC0068K,Nome não encontrado
Carboidrato disponível,g,"19,8","7,92",BRC0068K,Nome não encontrado
Proteína,g,"2,90","1,16",BRC0068K,Nome não encontrado
Lipídios,g,"3,20","1,28",BRC0068K,Nome não encontrado
Fibra alimentar,g,,,BRC0068K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0068K,Nome não encontrado
Cinzas,g,"0,60","0,24",BRC0068K,Nome não encontrado
Colesterol,mg,"9,93","3,97",BRC0068K,Nome não encontrado
Ácidos graxos saturados,g,"1,81","0,73",BRC0068K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,79","0,32",BRC0068K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,09",BRC0068K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0068K,Nome não encontrado
Cálcio,mg,102,"41,1",BRC0068K,Nome não encontrado
Ferro,mg,"0,04","0,02",BRC0068K,Nome não encontrado
Sódio,mg,162,"64,8",BRC0068K,Nome não encontrado
Magnésio,mg,"9,35","3,74",BRC0068K,Nome não encontrado
Fósforo,mg,"76,9","30,7",BRC0068K,Nome não encontrado
Potássio,mg,123,"49,4",BRC0068K,Nome não encontrado
Manganês,mg,,,BRC0068K,Nome não encontrado
Zinco,mg,162,"64,8",BRC0068K,Nome não encontrado
Cobre,mg,,,BRC0068K,Nome não encontrado
Selênio,mcg,,,BRC0068K,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0068K,Nome não encontrado
Vitamina A (RAE),mcg,"44,1","17,7",BRC0068K,Nome não encontrado
Vitamina D,mcg,,,BRC0068K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0068K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0068K,Nome não encontrado
Riboflavina,mg,"0,16","0,06",BRC0068K,Nome não encontrado
Niacina,mg,"0,08","0,03",BRC0068K,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0068K,Nome não encontrado
Vitamina B12,mcg,"0,32","0,13",BRC0068K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0068K,Nome não encontrado
Equivalente de folato,mcg,"4,16","1,66",BRC0068K,Nome não encontrado
Sal de adição,g,,,BRC0068K,Nome não encontrado
Açúcar de adição,g,,,BRC0068K,Nome não encontrado
Gordura de adição,g,,,BRC0068K,Nome não encontrado
Proteína vegetal,g,,,BRC0068K,Nome não encontrado
Proteína animal,g,,,BRC0068K,Nome não encontrado
