componente,unidade,Valor por 100g,Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,699,125,BRC0147T,Nome não encontrado
Energia,kcal,168,30,BRC0147T,Nome não encontrado
Umidade,g,"62,8","11,3",BRC0147T,Nome não encontrado
Carboidrato total,g,"9,48","1,71",BRC0147T,Nome não encontrado
Carboidrato disponível,g,"0,57","0,10",BRC0147T,Nome não encontrado
Proteína,g,"16,2","2,91",BRC0147T,Nome não encontrado
Lipídios,g,"9,26","1,67",BRC0147T,Nome não encontrado
Fibra alimentar,g,"8,92","1,61",BRC0147T,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0147T,Nome não encontrado
Cinzas,g,"2,24","0,40",BRC0147T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0147T,Nome não encontrado
Ácidos graxos saturados,g,"1,34","0,24",BRC0147T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,04","0,37",BRC0147T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,23","0,94",BRC0147T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0147T,Nome não encontrado
Cálcio,mg,"71,0","12,8",BRC0147T,Nome não encontrado
Ferro,mg,"4,71","0,85",BRC0147T,Nome não encontrado
Sódio,mg,"3,32","0,60",BRC0147T,Nome não encontrado
Magnésio,mg,"73,7","13,3",BRC0147T,Nome não encontrado
Fósforo,mg,167,"30,2",BRC0147T,Nome não encontrado
Potássio,mg,490,"88,4",BRC0147T,Nome não encontrado
Manganês,mg,"0,92","0,16",BRC0147T,Nome não encontrado
Zinco,mg,"1,31","0,24",BRC0147T,Nome não encontrado
Cobre,mg,"0,34","0,06",BRC0147T,Nome não encontrado
Selênio,mcg,"32,9","5,93",BRC0147T,Nome não encontrado
Vitamina A (RE),mcg,"1,01","0,18",BRC0147T,Nome não encontrado
Vitamina A (RAE),mcg,"0,50","0,09",BRC0147T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0147T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,06",BRC0147T,Nome não encontrado
Tiamina,mg,"0,23","0,04",BRC0147T,Nome não encontrado
Riboflavina,mg,"0,27","0,05",BRC0147T,Nome não encontrado
Niacina,mg,"0,43","0,08",BRC0147T,Nome não encontrado
Vitamina B6,mg,"0,11","0,02",BRC0147T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0147T,Nome não encontrado
Vitamina C,mg,"1,46","0,26",BRC0147T,Nome não encontrado
Equivalente de folato,mcg,"76,2","13,7",BRC0147T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0147T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0147T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0147T,Nome não encontrado
Proteína vegetal,g,"16,2","2,91",BRC0147T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0147T,Nome não encontrado
