componente,unidade,Valor por 100g,Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,326,97,BRC0910B,Nome não encontrado
Energia,kcal,77,23,BRC0910B,Nome não encontrado
Umidade,g,"78,6","23,6",BRC0910B,Nome não encontrado
Carboidrato total,g,"18,8","5,64",BRC0910B,Nome não encontrado
Carboidrato disponível,g,"16,2","4,85",BRC0910B,Nome não encontrado
Proteína,g,"1,52","0,46",BRC0910B,Nome não encontrado
Lipídios,g,"0,11","0,03",BRC0910B,Nome não encontrado
Fibra alimentar,g,"2,63","0,79",BRC0910B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0910B,Nome não encontrado
Cinzas,g,"0,94","0,28",BRC0910B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0910B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01",BRC0910B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0910B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,02",BRC0910B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0910B,Nome não encontrado
Cálcio,mg,"5,23","1,57",BRC0910B,Nome não encontrado
Ferro,mg,"0,31","0,09",BRC0910B,Nome não encontrado
Sódio,mg,128,"38,6",BRC0910B,Nome não encontrado
Magnésio,mg,"14,8","4,44",BRC0910B,Nome não encontrado
Fósforo,mg,"27,7","8,31",BRC0910B,Nome não encontrado
Potássio,mg,202,"60,8",BRC0910B,Nome não encontrado
Manganês,mg,"0,02","0,01",BRC0910B,Nome não encontrado
Zinco,mg,"0,24","0,07",BRC0910B,Nome não encontrado
Cobre,mg,"0,11","0,03",BRC0910B,Nome não encontrado
Selênio,mcg,"0,49","0,15",BRC0910B,Nome não encontrado
Vitamina A (RE),mcg,"13,6","4,09",BRC0910B,Nome não encontrado
Vitamina A (RAE),mcg,"6,82","2,05",BRC0910B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0910B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,38","0,11",BRC0910B,Nome não encontrado
Tiamina,mg,"0,12","0,03",BRC0910B,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0910B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0910B,Nome não encontrado
Vitamina B6,mg,"0,12","0,04",BRC0910B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0910B,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0910B,Nome não encontrado
Equivalente de folato,mcg,"11,3","3,38",BRC0910B,Nome não encontrado
Sal de adição,g,"0,32","0,10",BRC0910B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0910B,Nome não encontrado
Gordura de adição,g,-,-,BRC0910B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0910B,Nome não encontrado
Proteína animal,g,-,-,BRC0910B,Nome não encontrado
