componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,703,BRC1119B,Nome não encontrado
Energia,kcal,168,BRC1119B,Nome não encontrado
Umidade,g,"67,9",BRC1119B,Nome não encontrado
Carboidrato total,g,"18,0",BRC1119B,Nome não encontrado
Carboidrato disponível,g,"17,3",BRC1119B,Nome não encontrado
Proteína,g,"4,45",BRC1119B,Nome não encontrado
Lipídios,g,"8,86",BRC1119B,Nome não encontrado
Fibra alimentar,g,"0,71",BRC1119B,Nome não encontrado
Álcool,g,"0,00",BRC1119B,Nome não encontrado
Cinzas,g,"0,78",BRC1119B,Nome não encontrado
Colesterol,mg,"39,8",BRC1119B,Nome não encontrado
Ácidos graxos saturados,g,"1,61",BRC1119B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,23",BRC1119B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,75",BRC1119B,Nome não encontrado
Ácidos graxos trans,g,"0,05",BRC1119B,Nome não encontrado
Cálcio,mg,"48,5",BRC1119B,Nome não encontrado
Ferro,mg,"2,11",BRC1119B,Nome não encontrado
Sódio,mg,"56,8",BRC1119B,Nome não encontrado
Magnésio,mg,"33,8",BRC1119B,Nome não encontrado
Fósforo,mg,"96,8",BRC1119B,Nome não encontrado
Potássio,mg,224,BRC1119B,Nome não encontrado
Manganês,mg,"0,21",BRC1119B,Nome não encontrado
Zinco,mg,"0,40",BRC1119B,Nome não encontrado
Cobre,mg,"0,07",BRC1119B,Nome não encontrado
Selênio,mcg,"7,13",BRC1119B,Nome não encontrado
Vitamina A (RE),mcg,"17,5",BRC1119B,Nome não encontrado
Vitamina A (RAE),mcg,114,BRC1119B,Nome não encontrado
Vitamina D,mcg,"0,21",BRC1119B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,74",BRC1119B,Nome não encontrado
Tiamina,mg,"0,09",BRC1119B,Nome não encontrado
Riboflavina,mg,"0,13",BRC1119B,Nome não encontrado
Niacina,mg,"0,80",BRC1119B,Nome não encontrado
Vitamina B6,mg,"0,01",BRC1119B,Nome não encontrado
Vitamina B12,mcg,"0,09",BRC1119B,Nome não encontrado
Vitamina C,mg,"25,2",BRC1119B,Nome não encontrado
Equivalente de folato,mcg,104,BRC1119B,Nome não encontrado
Sal de adição,g,,BRC1119B,Nome não encontrado
Açúcar de adição,g,"0,00",BRC1119B,Nome não encontrado
Gordura de adição,g,-,BRC1119B,Nome não encontrado
Proteína vegetal,g,-,BRC1119B,Nome não encontrado
Proteína animal,g,-,BRC1119B,Nome não encontrado
