componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,550,275,BRC0079N,Nome não encontrado
Energia,kcal,131,65,BRC0079N,Nome não encontrado
Umidade,g,"71,4","35,7",BRC0079N,Nome não encontrado
Carboidrato total,g,"19,6","9,80",BRC0079N,Nome não encontrado
Carboidrato disponível,g,"18,5","9,25",BRC0079N,Nome não encontrado
Proteína,g,"3,47","1,73",BRC0079N,Nome não encontrado
Lipídios,g,"4,54","2,27",BRC0079N,Nome não encontrado
Fibra alimentar,g,"1,12","0,56",BRC0079N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0079N,Nome não encontrado
Cinzas,g,"1,02","0,51",BRC0079N,Nome não encontrado
Colesterol,mg,"23,2","11,6",BRC0079N,Nome não encontrado
Ácidos graxos saturados,g,"2,47","1,23",BRC0079N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,12","0,56",BRC0079N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,25","0,13",BRC0079N,Nome não encontrado
Ácidos graxos trans,g,"0,17","0,08",BRC0079N,Nome não encontrado
Cálcio,mg,"62,0","31,0",BRC0079N,Nome não encontrado
Ferro,mg,"0,81","0,40",BRC0079N,Nome não encontrado
Sódio,mg,210,105,BRC0079N,Nome não encontrado
Magnésio,mg,"12,2","6,10",BRC0079N,Nome não encontrado
Fósforo,mg,"66,8","33,4",BRC0079N,Nome não encontrado
Potássio,mg,135,"67,7",BRC0079N,Nome não encontrado
Manganês,mg,"0,12","0,06",BRC0079N,Nome não encontrado
Zinco,mg,"0,37","0,18",BRC0079N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0079N,Nome não encontrado
Selênio,mcg,"2,84","1,42",BRC0079N,Nome não encontrado
Vitamina A (RE),mcg,"38,1","19,0",BRC0079N,Nome não encontrado
Vitamina A (RAE),mcg,"22,3","11,1",BRC0079N,Nome não encontrado
Vitamina D,mcg,"0,05","0,03",BRC0079N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,56","0,28",BRC0079N,Nome não encontrado
Tiamina,mg,"0,07","0,04",BRC0079N,Nome não encontrado
Riboflavina,mg,"0,12","0,06",BRC0079N,Nome não encontrado
Niacina,mg,"0,78","0,39",BRC0079N,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0079N,Nome não encontrado
Vitamina B12,mcg,"0,07","0,03",BRC0079N,Nome não encontrado
Vitamina C,mg,"17,1","8,54",BRC0079N,Nome não encontrado
Equivalente de folato,mcg,"57,1","28,5",BRC0079N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0079N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0079N,Nome não encontrado
Gordura de adição,g,-,-,BRC0079N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0079N,Nome não encontrado
Proteína animal,g,-,-,BRC0079N,Nome não encontrado
