componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,368,BRC0202K,Nome não encontrado
Energia,kcal,88,BRC0202K,Nome não encontrado
Umidade,g,"81,1",BRC0202K,Nome não encontrado
Carboidrato total,g,"12,6",BRC0202K,Nome não encontrado
Carboidrato disponível,g,"12,6",BRC0202K,Nome não encontrado
Proteína,g,"2,69",BRC0202K,Nome não encontrado
Lipídios,g,"2,92",BRC0202K,Nome não encontrado
Fibra alimentar,g,"0,03",BRC0202K,Nome não encontrado
Álcool,g,"0,00",BRC0202K,Nome não encontrado
Cinzas,g,"0,64",BRC0202K,Nome não encontrado
Colesterol,mg,"11,1",BRC0202K,Nome não encontrado
Ácidos graxos saturados,g,"1,81",BRC0202K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,86",BRC0202K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13",BRC0202K,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0202K,Nome não encontrado
Cálcio,mg,"99,0",BRC0202K,Nome não encontrado
Ferro,mg,"0,19",BRC0202K,Nome não encontrado
Sódio,mg,"58,6",BRC0202K,Nome não encontrado
Magnésio,mg,"10,3",BRC0202K,Nome não encontrado
Fósforo,mg,"75,1",BRC0202K,Nome não encontrado
Potássio,mg,133,BRC0202K,Nome não encontrado
Manganês,mg,"0,10",BRC0202K,Nome não encontrado
Zinco,mg,"0,36",BRC0202K,Nome não encontrado
Cobre,mg,"0,02",BRC0202K,Nome não encontrado
Selênio,mcg,"4,41",BRC0202K,Nome não encontrado
Vitamina A (RE),mcg,"47,4",BRC0202K,Nome não encontrado
Vitamina A (RAE),mcg,"45,3",BRC0202K,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0202K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07",BRC0202K,Nome não encontrado
Tiamina,mg,"0,04",BRC0202K,Nome não encontrado
Riboflavina,mg,"0,22",BRC0202K,Nome não encontrado
Niacina,mg,"1,42",BRC0202K,Nome não encontrado
Vitamina B6,mg,"0,00",BRC0202K,Nome não encontrado
Vitamina B12,mcg,"0,34",BRC0202K,Nome não encontrado
Vitamina C,mg,"0,34",BRC0202K,Nome não encontrado
Equivalente de folato,mcg,"4,89",BRC0202K,Nome não encontrado
Sal de adição,g,"5,00",BRC0202K,Nome não encontrado
Açúcar de adição,g,,BRC0202K,Nome não encontrado
Gordura de adição,g,-,BRC0202K,Nome não encontrado
Proteína vegetal,g,-,BRC0202K,Nome não encontrado
Proteína animal,g,-,BRC0202K,Nome não encontrado
