componente,unidade,Valor por 100g,Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,1432,186,BRC0070R,Nome não encontrado
Energia,kcal,339,44,BRC0070R,Nome não encontrado
Umidade,g,"3,16","0,41",BRC0070R,Nome não encontrado
Carboidrato total,g,"63,2","8,21",BRC0070R,Nome não encontrado
Carboidrato disponível,g,"59,4","7,72",BRC0070R,Nome não encontrado
Proteína,g,"7,60","0,99",BRC0070R,Nome não encontrado
Lipídios,g,"7,10","0,92",BRC0070R,Nome não encontrado
Fibra alimentar,g,"3,80","0,49",BRC0070R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0070R,Nome não encontrado
Cinzas,g,"19,0","2,46",BRC0070R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0070R,Nome não encontrado
Ácidos graxos saturados,g,"1,86","0,24",BRC0070R,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,40","0,18",BRC0070R,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,43","0,45",BRC0070R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0070R,Nome não encontrado
Cálcio,mg,143,"18,7",BRC0070R,Nome não encontrado
Ferro,mg,"1,26","0,16",BRC0070R,Nome não encontrado
Sódio,mg,8083,1050,BRC0070R,Nome não encontrado
Magnésio,mg,"60,4","7,85",BRC0070R,Nome não encontrado
Fósforo,mg,212,"27,6",BRC0070R,Nome não encontrado
Potássio,mg,725,"94,3",BRC0070R,Nome não encontrado
Manganês,mg,,,BRC0070R,Nome não encontrado
Zinco,mg,"1,13","0,15",BRC0070R,Nome não encontrado
Cobre,mg,,,BRC0070R,Nome não encontrado
Selênio,mcg,,,BRC0070R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0070R,Nome não encontrado
Vitamina A (RAE),mcg,"20,9","2,71",BRC0070R,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0070R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,72","0,35",BRC0070R,Nome não encontrado
Tiamina,mg,"0,28","0,04",BRC0070R,Nome não encontrado
Riboflavina,mg,"0,28","0,04",BRC0070R,Nome não encontrado
Niacina,mg,"1,48","0,19",BRC0070R,Nome não encontrado
Vitamina B6,mg,"0,59","0,08",BRC0070R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0070R,Nome não encontrado
Vitamina C,mg,"3,42","0,44",BRC0070R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0070R,Nome não encontrado
Sal de adição,g,,,BRC0070R,Nome não encontrado
Açúcar de adição,g,,,BRC0070R,Nome não encontrado
Gordura de adição,g,,,BRC0070R,Nome não encontrado
Proteína vegetal,g,,,BRC0070R,Nome não encontrado
Proteína animal,g,,,BRC0070R,Nome não encontrado
