componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,225,123,BRC0687N,Nome não encontrado
Energia,kcal,54,29,BRC0687N,Nome não encontrado
Umidade,g,"86,5","47,6",BRC0687N,Nome não encontrado
Carboidrato total,g,"7,77","4,28",BRC0687N,Nome não encontrado
Carboidrato disponível,g,"3,93","2,16",BRC0687N,Nome não encontrado
Proteína,g,"2,46","1,35",BRC0687N,Nome não encontrado
Lipídios,g,"2,31","1,27",BRC0687N,Nome não encontrado
Fibra alimentar,g,"3,84","2,11",BRC0687N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0687N,Nome não encontrado
Cinzas,g,"0,94","0,52",BRC0687N,Nome não encontrado
Colesterol,mg,"0,47","0,26",BRC0687N,Nome não encontrado
Ácidos graxos saturados,g,"0,39","0,21",BRC0687N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,53","0,29",BRC0687N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","0,72",BRC0687N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0687N,Nome não encontrado
Cálcio,mg,"18,4","10,1",BRC0687N,Nome não encontrado
Ferro,mg,"0,66","0,36",BRC0687N,Nome não encontrado
Sódio,mg,140,"77,4",BRC0687N,Nome não encontrado
Magnésio,mg,"23,0","12,6",BRC0687N,Nome não encontrado
Fósforo,mg,"48,2","26,5",BRC0687N,Nome não encontrado
Potássio,mg,212,116,BRC0687N,Nome não encontrado
Manganês,mg,"0,19","0,11",BRC0687N,Nome não encontrado
Zinco,mg,"0,82","0,45",BRC0687N,Nome não encontrado
Cobre,mg,"0,23","0,13",BRC0687N,Nome não encontrado
Selênio,mcg,"1,03","0,57",BRC0687N,Nome não encontrado
Vitamina A (RE),mcg,"28,2","15,5",BRC0687N,Nome não encontrado
Vitamina A (RAE),mcg,"14,3","7,88",BRC0687N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0687N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,04",BRC0687N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0687N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0687N,Nome não encontrado
Niacina,mg,"0,04","0,02",BRC0687N,Nome não encontrado
Vitamina B6,mg,"0,03","0,01",BRC0687N,Nome não encontrado
Vitamina B12,mcg,"0,01","0,01",BRC0687N,Nome não encontrado
Vitamina C,mg,"1,86","1,02",BRC0687N,Nome não encontrado
Equivalente de folato,mcg,"46,0","25,3",BRC0687N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0687N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0687N,Nome não encontrado
Gordura de adição,g,-,-,BRC0687N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0687N,Nome não encontrado
Proteína animal,g,-,-,BRC0687N,Nome não encontrado
