componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,784,862,BRC0764B,Nome não encontrado
Energia,kcal,188,206,BRC0764B,Nome não encontrado
Umidade,g,"63,0","69,3",BRC0764B,Nome não encontrado
Carboidrato total,g,"16,5","18,1",BRC0764B,Nome não encontrado
Carboidrato disponível,g,"15,1","16,6",BRC0764B,Nome não encontrado
Proteína,g,"8,24","9,06",BRC0764B,Nome não encontrado
Lipídios,g,"10,1","11,1",BRC0764B,Nome não encontrado
Fibra alimentar,g,"1,24","1,37",BRC0764B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0764B,Nome não encontrado
Cinzas,g,"1,55","1,71",BRC0764B,Nome não encontrado
Colesterol,mg,"30,5","33,5",BRC0764B,Nome não encontrado
Ácidos graxos saturados,g,"4,73","5,21",BRC0764B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,85","3,14",BRC0764B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,65","1,82",BRC0764B,Nome não encontrado
Ácidos graxos trans,g,"0,25","0,28",BRC0764B,Nome não encontrado
Cálcio,mg,"56,1","61,7",BRC0764B,Nome não encontrado
Ferro,mg,"0,75","0,83",BRC0764B,Nome não encontrado
Sódio,mg,360,396,BRC0764B,Nome não encontrado
Magnésio,mg,"21,3","23,4",BRC0764B,Nome não encontrado
Fósforo,mg,"98,5",108,BRC0764B,Nome não encontrado
Potássio,mg,175,193,BRC0764B,Nome não encontrado
Manganês,mg,"0,07","0,08",BRC0764B,Nome não encontrado
Zinco,mg,"2,19","2,40",BRC0764B,Nome não encontrado
Cobre,mg,"0,06","0,06",BRC0764B,Nome não encontrado
Selênio,mcg,"2,40","2,64",BRC0764B,Nome não encontrado
Vitamina A (RE),mcg,"64,2","70,7",BRC0764B,Nome não encontrado
Vitamina A (RAE),mcg,"61,6","67,7",BRC0764B,Nome não encontrado
Vitamina D,mcg,"0,05","0,06",BRC0764B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,65",BRC0764B,Nome não encontrado
Tiamina,mg,"0,07","0,08",BRC0764B,Nome não encontrado
Riboflavina,mg,"0,08","0,08",BRC0764B,Nome não encontrado
Niacina,mg,"1,03","1,13",BRC0764B,Nome não encontrado
Vitamina B6,mg,"0,05","0,06",BRC0764B,Nome não encontrado
Vitamina B12,mcg,"0,89","0,97",BRC0764B,Nome não encontrado
Vitamina C,mg,"8,52","9,37",BRC0764B,Nome não encontrado
Equivalente de folato,mcg,"9,34","10,3",BRC0764B,Nome não encontrado
Sal de adição,g,"0,47","0,52",BRC0764B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0764B,Nome não encontrado
Gordura de adição,g,-,-,BRC0764B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0764B,Nome não encontrado
Proteína animal,g,-,-,BRC0764B,Nome não encontrado
