componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (135 g),codigo_alimento,nome_alimento
Energia,kJ,150,202,BRC0066C,Nome não encontrado
Energia,kcal,36,48,BRC0066C,Nome não encontrado
Umidade,g,"89,6",120,BRC0066C,Nome não encontrado
Carboidrato total,g,"9,34","12,6",BRC0066C,Nome não encontrado
Carboidrato disponível,g,"6,61","8,92",BRC0066C,Nome não encontrado
Proteína,g,"0,65","0,88",BRC0066C,Nome não encontrado
Lipídios,g,"0,13","0,17",BRC0066C,Nome não encontrado
Fibra alimentar,g,"2,73","3,69",BRC0066C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066C,Nome não encontrado
Cinzas,g,"0,32","0,43",BRC0066C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0066C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,02",BRC0066C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,03",BRC0066C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,03","0,04",BRC0066C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0066C,Nome não encontrado
Cálcio,mg,"17,2","23,2",BRC0066C,Nome não encontrado
Ferro,mg,"0,09","0,12",BRC0066C,Nome não encontrado
Sódio,mg,"1,82","2,46",BRC0066C,Nome não encontrado
Magnésio,mg,"8,21","11,1",BRC0066C,Nome não encontrado
Fósforo,mg,"13,7","18,5",BRC0066C,Nome não encontrado
Potássio,mg,124,168,BRC0066C,Nome não encontrado
Manganês,mg,"0,05","0,06",BRC0066C,Nome não encontrado
Zinco,mg,"0,16","0,21",BRC0066C,Nome não encontrado
Cobre,mg,"0,07","0,10",BRC0066C,Nome não encontrado
Selênio,mcg,"0,07","0,09",BRC0066C,Nome não encontrado
Vitamina A (RE),mcg,"28,2","38,1",BRC0066C,Nome não encontrado
Vitamina A (RAE),mcg,"14,1","19,0",BRC0066C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0066C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,08","0,11",BRC0066C,Nome não encontrado
Tiamina,mg,"0,03","0,04",BRC0066C,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0066C,Nome não encontrado
Niacina,mg,traços,traços,BRC0066C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0066C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0066C,Nome não encontrado
Vitamina C,mg,111,151,BRC0066C,Nome não encontrado
Equivalente de folato,mcg,"11,3","15,2",BRC0066C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0066C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0066C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0066C,Nome não encontrado
Proteína vegetal,g,"0,65","0,88",BRC0066C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0066C,Nome não encontrado
