componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1808,542,BRC0071G,Nome não encontrado
Energia,kcal,433,129,BRC0071G,Nome não encontrado
Umidade,g,"42,9","12,9",BRC0071G,Nome não encontrado
Carboidrato total,g,"42,9","12,9",BRC0071G,Nome não encontrado
Carboidrato disponível,g,"42,9","12,9",BRC0071G,Nome não encontrado
Proteína,g,"6,92","2,08",BRC0071G,Nome não encontrado
Lipídios,g,"26,0","7,80",BRC0071G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0071G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0071G,Nome não encontrado
Cinzas,g,"0,00","0,00",BRC0071G,Nome não encontrado
Colesterol,mg,102,"30,6",BRC0071G,Nome não encontrado
Ácidos graxos saturados,g,"16,8","5,03",BRC0071G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,14","2,14",BRC0071G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,22",BRC0071G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0071G,Nome não encontrado
Cálcio,mg,700,210,BRC0071G,Nome não encontrado
Ferro,mg,"0,23","0,07",BRC0071G,Nome não encontrado
Sódio,mg,753,225,BRC0071G,Nome não encontrado
Magnésio,mg,"13,0","3,90",BRC0071G,Nome não encontrado
Fósforo,mg,500,150,BRC0071G,Nome não encontrado
Potássio,mg,"65,0","19,5",BRC0071G,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0071G,Nome não encontrado
Zinco,mg,"3,22","0,97",BRC0071G,Nome não encontrado
Cobre,mg,"0,00","0,00",BRC0071G,Nome não encontrado
Selênio,mcg,"26,9","8,07",BRC0071G,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0071G,Nome não encontrado
Vitamina A (RAE),mcg,"71,0","21,3",BRC0071G,Nome não encontrado
Vitamina D,mcg,"20,0","6,00",BRC0071G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0071G,Nome não encontrado
Tiamina,mg,"0,06","0,02",BRC0071G,Nome não encontrado
Riboflavina,mg,"0,36","0,11",BRC0071G,Nome não encontrado
Niacina,mg,"0,21","0,06",BRC0071G,Nome não encontrado
Vitamina B6,mg,"0,07","0,02",BRC0071G,Nome não encontrado
Vitamina B12,mcg,"2,10","0,63",BRC0071G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0071G,Nome não encontrado
Equivalente de folato,mcg,"20,0","6,00",BRC0071G,Nome não encontrado
Sal de adição,g,,,BRC0071G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0071G,Nome não encontrado
Gordura de adição,g,,,BRC0071G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0071G,Nome não encontrado
Proteína animal,g,"6,92","2,08",BRC0071G,Nome não encontrado
