componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1661,265,BRC0010R,Nome não encontrado
Energia,kcal,391,62,BRC0010R,Nome não encontrado
Umidade,g,"0,92","0,15",BRC0010R,Nome não encontrado
Carboidrato total,g,"96,7","15,5",BRC0010R,Nome não encontrado
Carboidrato disponível,g,"94,4","15,1",BRC0010R,Nome não encontrado
Proteína,g,"0,55","0,09",BRC0010R,Nome não encontrado
Lipídios,g,"0,76","0,12",BRC0010R,Nome não encontrado
Fibra alimentar,g,"2,28","0,37",BRC0010R,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0010R,Nome não encontrado
Cinzas,g,"1,08","0,17",BRC0010R,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0010R,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0010R,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0010R,Nome não encontrado
Ácidos graxos trans,g,,,BRC0010R,Nome não encontrado
Cálcio,mg,"25,8","4,13",BRC0010R,Nome não encontrado
Ferro,mg,"0,09","0,01",BRC0010R,Nome não encontrado
Sódio,mg,464,"74,3",BRC0010R,Nome não encontrado
Magnésio,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Fósforo,mg,"1,08","0,17",BRC0010R,Nome não encontrado
Potássio,mg,164,"26,3",BRC0010R,Nome não encontrado
Manganês,mg,,,BRC0010R,Nome não encontrado
Zinco,mg,"0,04","0,01",BRC0010R,Nome não encontrado
Cobre,mg,,,BRC0010R,Nome não encontrado
Selênio,mcg,,,BRC0010R,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0010R,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0010R,Nome não encontrado
Vitamina D,mcg,,,BRC0010R,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0010R,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0010R,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0010R,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0010R,Nome não encontrado
Sal de adição,g,,,BRC0010R,Nome não encontrado
Açúcar de adição,g,,,BRC0010R,Nome não encontrado
Gordura de adição,g,,,BRC0010R,Nome não encontrado
Proteína vegetal,g,,,BRC0010R,Nome não encontrado
Proteína animal,g,,,BRC0010R,Nome não encontrado
