componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,233,558,383,BRC0046G,Nome não encontrado
Energia,kcal,55,132,91,BRC0046G,Nome não encontrado
Umidade,g,"87,7",210,144,BRC0046G,Nome não encontrado
Carboidrato total,g,"6,51","15,6","10,7",BRC0046G,Nome não encontrado
Carboidrato disponível,g,"6,51","15,6","10,7",BRC0046G,Nome não encontrado
Proteína,g,"3,23","7,75","5,33",BRC0046G,Nome não encontrado
Lipídios,g,"1,81","4,34","2,99",BRC0046G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Cinzas,g,"0,78","1,87","1,29",BRC0046G,Nome não encontrado
Colesterol,mg,"7,31","17,6","12,1",BRC0046G,Nome não encontrado
Ácidos graxos saturados,g,"1,15","2,76","1,90",BRC0046G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,12","0,08",BRC0046G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,17","0,12",BRC0046G,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,19","0,13",BRC0046G,Nome não encontrado
Cálcio,mg,103,248,171,BRC0046G,Nome não encontrado
Ferro,mg,"0,07","0,17","0,12",BRC0046G,Nome não encontrado
Sódio,mg,"61,6",147,101,BRC0046G,Nome não encontrado
Magnésio,mg,"9,39","22,5","15,5",BRC0046G,Nome não encontrado
Fósforo,mg,"79,3",190,130,BRC0046G,Nome não encontrado
Potássio,mg,128,309,212,BRC0046G,Nome não encontrado
Manganês,mg,traços,traços,traços,BRC0046G,Nome não encontrado
Zinco,mg,"0,37","0,89","0,61",BRC0046G,Nome não encontrado
Cobre,mg,"0,02","0,05","0,03",BRC0046G,Nome não encontrado
Selênio,mcg,"1,33","3,18","2,19",BRC0046G,Nome não encontrado
Vitamina A (RE),mcg,"27,8","66,6","45,8",BRC0046G,Nome não encontrado
Vitamina A (RAE),mcg,"27,3","65,6","45,1",BRC0046G,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,07","0,05",BRC0046G,Nome não encontrado
Tiamina,mg,"0,04","0,09","0,06",BRC0046G,Nome não encontrado
Riboflavina,mg,"0,23","0,56","0,38",BRC0046G,Nome não encontrado
Niacina,mg,"1,47","3,53","2,42",BRC0046G,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0046G,Nome não encontrado
Vitamina B12,mcg,"0,61","1,45","1,00",BRC0046G,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0046G,Nome não encontrado
Equivalente de folato,mcg,"5,71","13,7","9,43",BRC0046G,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00","0,00",BRC0046G,Nome não encontrado
Proteína animal,g,"3,23","7,75","5,33",BRC0046G,Nome não encontrado
