componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,926,1110,BRC0066E,Nome não encontrado
Energia,kcal,222,266,BRC0066E,Nome não encontrado
Umidade,g,"60,8","73,0",BRC0066E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0066E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0066E,Nome não encontrado
Proteína,g,"23,9","28,7",BRC0066E,Nome não encontrado
Lipídios,g,"14,0","16,8",BRC0066E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0066E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0066E,Nome não encontrado
Cinzas,g,"1,29","1,55",BRC0066E,Nome não encontrado
Colesterol,mg,"85,3",102,BRC0066E,Nome não encontrado
Ácidos graxos saturados,g,"3,14","3,77",BRC0066E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,36","5,23",BRC0066E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"6,97","8,36",BRC0066E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0066E,Nome não encontrado
Cálcio,mg,"28,8","34,5",BRC0066E,Nome não encontrado
Ferro,mg,"0,54","0,65",BRC0066E,Nome não encontrado
Sódio,mg,"85,1",102,BRC0066E,Nome não encontrado
Magnésio,mg,"27,8","33,3",BRC0066E,Nome não encontrado
Fósforo,mg,299,359,BRC0066E,Nome não encontrado
Potássio,mg,383,460,BRC0066E,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0066E,Nome não encontrado
Zinco,mg,"0,56","0,67",BRC0066E,Nome não encontrado
Cobre,mg,"0,04","0,05",BRC0066E,Nome não encontrado
Selênio,mcg,,,BRC0066E,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0066E,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0066E,Nome não encontrado
Vitamina D,mcg,"4,04","4,85",BRC0066E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,10","2,52",BRC0066E,Nome não encontrado
Tiamina,mg,"0,13","0,16",BRC0066E,Nome não encontrado
Riboflavina,mg,"0,06","0,07",BRC0066E,Nome não encontrado
Niacina,mg,"5,35","6,42",BRC0066E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0066E,Nome não encontrado
Vitamina B12,mcg,"1,86","2,23",BRC0066E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0066E,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0066E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0066E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0066E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0066E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0066E,Nome não encontrado
Proteína animal,g,"23,9","28,7",BRC0066E,Nome não encontrado
