componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,224,89,BRC0672B,Nome não encontrado
Energia,kcal,54,21,BRC0672B,Nome não encontrado
Umidade,g,"89,3","35,7",BRC0672B,Nome não encontrado
Carboidrato total,g,"2,79","1,12",BRC0672B,Nome não encontrado
Carboidrato disponível,g,"0,92","0,37",BRC0672B,Nome não encontrado
Proteína,g,"2,97","1,19",BRC0672B,Nome não encontrado
Lipídios,g,"3,86","1,54",BRC0672B,Nome não encontrado
Fibra alimentar,g,"1,88","0,75",BRC0672B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0672B,Nome não encontrado
Cinzas,g,"1,10","0,44",BRC0672B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0672B,Nome não encontrado
Ácidos graxos saturados,g,"0,62","0,25",BRC0672B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,55","1,02",BRC0672B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,53","0,21",BRC0672B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0672B,Nome não encontrado
Cálcio,mg,124,"49,9",BRC0672B,Nome não encontrado
Ferro,mg,"1,97","0,79",BRC0672B,Nome não encontrado
Sódio,mg,"64,9","25,9",BRC0672B,Nome não encontrado
Magnésio,mg,"22,5","9,01",BRC0672B,Nome não encontrado
Fósforo,mg,"56,3","22,5",BRC0672B,Nome não encontrado
Potássio,mg,253,101,BRC0672B,Nome não encontrado
Manganês,mg,"0,31","0,12",BRC0672B,Nome não encontrado
Zinco,mg,"0,77","0,31",BRC0672B,Nome não encontrado
Cobre,mg,"0,13","0,05",BRC0672B,Nome não encontrado
Selênio,mcg,"0,21","0,08",BRC0672B,Nome não encontrado
Vitamina A (RE),mcg,445,178,BRC0672B,Nome não encontrado
Vitamina A (RAE),mcg,222,"89,1",BRC0672B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0672B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,68","1,87",BRC0672B,Nome não encontrado
Tiamina,mg,"0,12","0,05",BRC0672B,Nome não encontrado
Riboflavina,mg,"0,25","0,10",BRC0672B,Nome não encontrado
Niacina,mg,"1,30","0,52",BRC0672B,Nome não encontrado
Vitamina B6,mg,"0,12","0,05",BRC0672B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0672B,Nome não encontrado
Vitamina C,mg,"66,3","26,5",BRC0672B,Nome não encontrado
Equivalente de folato,mcg,"18,2","7,30",BRC0672B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0672B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0672B,Nome não encontrado
Gordura de adição,g,-,-,BRC0672B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0672B,Nome não encontrado
Proteína animal,g,-,-,BRC0672B,Nome não encontrado
