componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,805,482,BRC0185F,Nome não encontrado
Energia,kcal,193,116,BRC0185F,Nome não encontrado
Umidade,g,"66,0","39,6",BRC0185F,Nome não encontrado
Carboidrato total,g,"0,65","0,39",BRC0185F,Nome não encontrado
Carboidrato disponível,g,"0,65","0,39",BRC0185F,Nome não encontrado
Proteína,g,"16,2","9,75",BRC0185F,Nome não encontrado
Lipídios,g,"14,0","8,39",BRC0185F,Nome não encontrado
Fibra alimentar,g,,,BRC0185F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0185F,Nome não encontrado
Cinzas,g,"3,09","1,85",BRC0185F,Nome não encontrado
Colesterol,mg,"51,4","30,9",BRC0185F,Nome não encontrado
Ácidos graxos saturados,g,"4,17","2,50",BRC0185F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,85","3,51",BRC0185F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,81","1,69",BRC0185F,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0185F,Nome não encontrado
Cálcio,mg,"10,8","6,50",BRC0185F,Nome não encontrado
Ferro,mg,"0,47","0,28",BRC0185F,Nome não encontrado
Sódio,mg,1125,675,BRC0185F,Nome não encontrado
Magnésio,mg,"19,0","11,4",BRC0185F,Nome não encontrado
Fósforo,mg,181,108,BRC0185F,Nome não encontrado
Potássio,mg,279,167,BRC0185F,Nome não encontrado
Manganês,mg,"0,05","0,03",BRC0185F,Nome não encontrado
Zinco,mg,"0,69","0,42",BRC0185F,Nome não encontrado
Cobre,mg,"0,05","0,03",BRC0185F,Nome não encontrado
Selênio,mcg,,,BRC0185F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0185F,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0185F,Nome não encontrado
Vitamina D,mcg,"0,31","0,19",BRC0185F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,23","2,54",BRC0185F,Nome não encontrado
Tiamina,mg,"0,11","0,07",BRC0185F,Nome não encontrado
Riboflavina,mg,"0,05","0,03",BRC0185F,Nome não encontrado
Niacina,mg,"4,60","2,76",BRC0185F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0185F,Nome não encontrado
Vitamina B12,mcg,"0,41","0,25",BRC0185F,Nome não encontrado
Vitamina C,mg,"0,12","0,07",BRC0185F,Nome não encontrado
Equivalente de folato,mcg,"54,8","32,9",BRC0185F,Nome não encontrado
Sal de adição,g,,,BRC0185F,Nome não encontrado
Açúcar de adição,g,,,BRC0185F,Nome não encontrado
Gordura de adição,g,,,BRC0185F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0185F,Nome não encontrado
Proteína animal,g,"16,2","9,75",BRC0185F,Nome não encontrado
