componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,534,293,BRC0347N,Nome não encontrado
Energia,kcal,128,70,BRC0347N,Nome não encontrado
Umidade,g,"75,1","41,3",BRC0347N,Nome não encontrado
Carboidrato total,g,"6,11","3,36",BRC0347N,Nome não encontrado
Carboidrato disponível,g,"5,12","2,82",BRC0347N,Nome não encontrado
Proteína,g,"11,6","6,40",BRC0347N,Nome não encontrado
Lipídios,g,"6,52","3,58",BRC0347N,Nome não encontrado
Fibra alimentar,g,"0,98","0,54",BRC0347N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0347N,Nome não encontrado
Cinzas,g,"0,61","0,33",BRC0347N,Nome não encontrado
Colesterol,mg,"41,3","22,7",BRC0347N,Nome não encontrado
Ácidos graxos saturados,g,"2,47","1,36",BRC0347N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,93","1,61",BRC0347N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,28",BRC0347N,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08",BRC0347N,Nome não encontrado
Cálcio,mg,"16,7","9,19",BRC0347N,Nome não encontrado
Ferro,mg,"1,11","0,61",BRC0347N,Nome não encontrado
Sódio,mg,"50,8","27,9",BRC0347N,Nome não encontrado
Magnésio,mg,"13,2","7,27",BRC0347N,Nome não encontrado
Fósforo,mg,"77,7","42,7",BRC0347N,Nome não encontrado
Potássio,mg,156,"86,3",BRC0347N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0347N,Nome não encontrado
Zinco,mg,"3,18","1,75",BRC0347N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0347N,Nome não encontrado
Selênio,mcg,"0,43","0,24",BRC0347N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0347N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0347N,Nome não encontrado
Vitamina D,mcg,"1,05","0,58",BRC0347N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,29",BRC0347N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0347N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0347N,Nome não encontrado
Niacina,mg,"0,70","0,39",BRC0347N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0347N,Nome não encontrado
Vitamina B12,mcg,"1,02","0,56",BRC0347N,Nome não encontrado
Vitamina C,mg,"9,75","5,36",BRC0347N,Nome não encontrado
Equivalente de folato,mcg,"20,2","11,1",BRC0347N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0347N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0347N,Nome não encontrado
Gordura de adição,g,-,-,BRC0347N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0347N,Nome não encontrado
Proteína animal,g,-,-,BRC0347N,Nome não encontrado
