componente,unidade,Valor por 100g,Colher sopa rasa (16 g),codigo_alimento,nome_alimento
Energia,kJ,1428,228,BRC0025N,Nome não encontrado
Energia,kcal,337,53,BRC0025N,Nome não encontrado
Umidade,g,"10,3","1,65",BRC0025N,Nome não encontrado
Carboidrato total,g,"84,0","13,4",BRC0025N,Nome não encontrado
Carboidrato disponível,g,"77,1","12,3",BRC0025N,Nome não encontrado
Proteína,g,"3,65","0,58",BRC0025N,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0025N,Nome não encontrado
Fibra alimentar,g,"6,86","1,10",BRC0025N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0025N,Nome não encontrado
Cinzas,g,"2,08","0,33",BRC0025N,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0025N,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0025N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0025N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0025N,Nome não encontrado
Ácidos graxos trans,g,,,BRC0025N,Nome não encontrado
Cálcio,mg,"48,1","7,70",BRC0025N,Nome não encontrado
Ferro,mg,"3,72","0,60",BRC0025N,Nome não encontrado
Sódio,mg,3200,512,BRC0025N,Nome não encontrado
Magnésio,mg,105,"16,9",BRC0025N,Nome não encontrado
Fósforo,mg,167,"26,8",BRC0025N,Nome não encontrado
Potássio,mg,548,"87,8",BRC0025N,Nome não encontrado
Manganês,mg,,,BRC0025N,Nome não encontrado
Zinco,mg,"1,43","0,23",BRC0025N,Nome não encontrado
Cobre,mg,,,BRC0025N,Nome não encontrado
Selênio,mcg,,,BRC0025N,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0025N,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0025N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0025N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0025N,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0025N,Nome não encontrado
Riboflavina,mg,"0,10","0,02",BRC0025N,Nome não encontrado
Niacina,mg,"0,52","0,08",BRC0025N,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0025N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0025N,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0025N,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0025N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0025N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0025N,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0025N,Nome não encontrado
Proteína vegetal,g,"3,65","0,58",BRC0025N,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0025N,Nome não encontrado
