componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1988,BRC0264T,Nome não encontrado
Energia,kcal,476,BRC0264T,Nome não encontrado
Umidade,g,"12,5",BRC0264T,Nome não encontrado
Carboidrato total,g,"51,2",BRC0264T,Nome não encontrado
Carboidrato disponível,g,"48,7",BRC0264T,Nome não encontrado
Proteína,g,"7,62",BRC0264T,Nome não encontrado
Lipídios,g,"27,3",BRC0264T,Nome não encontrado
Fibra alimentar,g,"2,54",BRC0264T,Nome não encontrado
Álcool,g,"0,00",BRC0264T,Nome não encontrado
Cinzas,g,"1,35",BRC0264T,Nome não encontrado
Colesterol,mg,"12,7",BRC0264T,Nome não encontrado
Ácidos graxos saturados,g,"7,87",BRC0264T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"13,8",BRC0264T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,32",BRC0264T,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0264T,Nome não encontrado
Cálcio,mg,"36,9",BRC0264T,Nome não encontrado
Ferro,mg,"0,65",BRC0264T,Nome não encontrado
Sódio,mg,310,BRC0264T,Nome não encontrado
Magnésio,mg,"45,0",BRC0264T,Nome não encontrado
Fósforo,mg,"92,7",BRC0264T,Nome não encontrado
Potássio,mg,180,BRC0264T,Nome não encontrado
Manganês,mg,"0,50",BRC0264T,Nome não encontrado
Zinco,mg,"0,59",BRC0264T,Nome não encontrado
Cobre,mg,"0,18",BRC0264T,Nome não encontrado
Selênio,mcg,"0,03",BRC0264T,Nome não encontrado
Vitamina A (RE),mcg,,BRC0264T,Nome não encontrado
Vitamina A (RAE),mcg,,BRC0264T,Nome não encontrado
Vitamina D,mcg,"0,34",BRC0264T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,44",BRC0264T,Nome não encontrado
Tiamina,mg,"0,02",BRC0264T,Nome não encontrado
Riboflavina,mg,traços,BRC0264T,Nome não encontrado
Niacina,mg,"2,00",BRC0264T,Nome não encontrado
Vitamina B6,mg,"0,06",BRC0264T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0264T,Nome não encontrado
Vitamina C,mg,traços,BRC0264T,Nome não encontrado
Equivalente de folato,mcg,"26,2",BRC0264T,Nome não encontrado
Sal de adição,g,"0,00",BRC0264T,Nome não encontrado
Açúcar de adição,g,"0,46",BRC0264T,Nome não encontrado
Gordura de adição,g,-,BRC0264T,Nome não encontrado
Proteína vegetal,g,-,BRC0264T,Nome não encontrado
Proteína animal,g,-,BRC0264T,Nome não encontrado
