componente,unidade,Valor por 100g,Colher sopa cheia (37 g),Colher sopa rasa (22 g),codigo_alimento,nome_alimento
Energia,kJ,609,225,133,BRC0306B,Nome não encontrado
Energia,kcal,144,53,31,BRC0306B,Nome não encontrado
Umidade,g,"67,1","24,8","14,8",BRC0306B,Nome não encontrado
Carboidrato total,g,"28,3","10,5","6,23",BRC0306B,Nome não encontrado
Carboidrato disponível,g,"26,6","9,85","5,86",BRC0306B,Nome não encontrado
Proteína,g,"0,61","0,22","0,13",BRC0306B,Nome não encontrado
Lipídios,g,"3,58","1,33","0,79",BRC0306B,Nome não encontrado
Fibra alimentar,g,"1,69","0,62","0,37",BRC0306B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Cinzas,g,"0,42","0,15","0,09",BRC0306B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Ácidos graxos saturados,g,"1,12","0,41","0,25",BRC0306B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,80","0,29","0,18",BRC0306B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,52","0,31",BRC0306B,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01","0,00",BRC0306B,Nome não encontrado
Cálcio,mg,"17,8","6,60","3,92",BRC0306B,Nome não encontrado
Ferro,mg,"0,07","0,03","0,02",BRC0306B,Nome não encontrado
Sódio,mg,"2,52","0,93","0,55",BRC0306B,Nome não encontrado
Magnésio,mg,"25,4","9,38","5,58",BRC0306B,Nome não encontrado
Fósforo,mg,"21,5","7,96","4,73",BRC0306B,Nome não encontrado
Potássio,mg,"94,9","35,1","20,9",BRC0306B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0306B,Nome não encontrado
Zinco,mg,"0,16","0,06","0,04",BRC0306B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,00",BRC0306B,Nome não encontrado
Selênio,mcg,"0,46","0,17","0,10",BRC0306B,Nome não encontrado
Vitamina A (RE),mcg,"24,7","9,14","5,44",BRC0306B,Nome não encontrado
Vitamina A (RAE),mcg,"18,5","6,84","4,07",BRC0306B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,29","0,17",BRC0306B,Nome não encontrado
Tiamina,mg,"0,06","0,02","0,01",BRC0306B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0306B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0306B,Nome não encontrado
Vitamina B6,mg,"0,03","0,01","0,01",BRC0306B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Vitamina C,mg,"10,4","3,86","2,30",BRC0306B,Nome não encontrado
Equivalente de folato,mcg,"9,89","3,66","2,18",BRC0306B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0306B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0306B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0306B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0306B,Nome não encontrado
