componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,873,960,BRC0907F,Nome não encontrado
Energia,kcal,210,230,BRC0907F,Nome não encontrado
Umidade,g,"65,8","72,4",BRC0907F,Nome não encontrado
Carboidrato total,g,"0,20","0,22",BRC0907F,Nome não encontrado
Carboidrato disponível,g,"0,20","0,22",BRC0907F,Nome não encontrado
Proteína,g,"19,4","21,3",BRC0907F,Nome não encontrado
Lipídios,g,"14,6","16,1",BRC0907F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0907F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0907F,Nome não encontrado
Cinzas,g,"0,00","0,00",BRC0907F,Nome não encontrado
Colesterol,mg,"84,0","92,4",BRC0907F,Nome não encontrado
Ácidos graxos saturados,g,"3,92","4,31",BRC0907F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,50","6,05",BRC0907F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,98","3,28",BRC0907F,Nome não encontrado
Ácidos graxos trans,g,,,BRC0907F,Nome não encontrado
Cálcio,mg,"88,0","96,8",BRC0907F,Nome não encontrado
Ferro,mg,"9,91","10,9",BRC0907F,Nome não encontrado
Sódio,mg,"67,0","73,7",BRC0907F,Nome não encontrado
Magnésio,mg,"5,00","5,50",BRC0907F,Nome não encontrado
Fósforo,mg,"83,0","91,3",BRC0907F,Nome não encontrado
Potássio,mg,"31,0","34,1",BRC0907F,Nome não encontrado
Manganês,mg,,,BRC0907F,Nome não encontrado
Zinco,mg,"0,69","0,76",BRC0907F,Nome não encontrado
Cobre,mg,"0,10","0,11",BRC0907F,Nome não encontrado
Selênio,mcg,"3,60","3,96",BRC0907F,Nome não encontrado
Vitamina A (RE),mcg,"30,0","33,0",BRC0907F,Nome não encontrado
Vitamina A (RAE),mcg,"30,0","33,0",BRC0907F,Nome não encontrado
Vitamina D,mcg,"0,20","0,22",BRC0907F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,27","0,30",BRC0907F,Nome não encontrado
Tiamina,mg,"0,06","0,07",BRC0907F,Nome não encontrado
Riboflavina,mg,"0,20","0,22",BRC0907F,Nome não encontrado
Niacina,mg,"0,40","0,44",BRC0907F,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0907F,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0907F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0907F,Nome não encontrado
Equivalente de folato,mcg,"86,0","94,6",BRC0907F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0907F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0907F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0907F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0907F,Nome não encontrado
Proteína animal,g,"19,4","21,3",BRC0907F,Nome não encontrado
