componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,536,536,BRC0109G,Nome não encontrado
Energia,kcal,128,127,BRC0109G,Nome não encontrado
Umidade,g,"72,3","72,3",BRC0109G,Nome não encontrado
Carboidrato total,g,"16,2","16,2",BRC0109G,Nome não encontrado
Carboidrato disponível,g,"14,7","14,7",BRC0109G,Nome não encontrado
Proteína,g,"5,35","5,35",BRC0109G,Nome não encontrado
Lipídios,g,"4,96","4,96",BRC0109G,Nome não encontrado
Fibra alimentar,g,"1,57","1,57",BRC0109G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0109G,Nome não encontrado
Cinzas,g,"1,17","1,17",BRC0109G,Nome não encontrado
Colesterol,mg,"8,81","8,81",BRC0109G,Nome não encontrado
Ácidos graxos saturados,g,"1,73","1,73",BRC0109G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,74","1,74",BRC0109G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,10","1,10",BRC0109G,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0109G,Nome não encontrado
Cálcio,mg,123,123,BRC0109G,Nome não encontrado
Ferro,mg,"0,88","0,88",BRC0109G,Nome não encontrado
Sódio,mg,"63,3","63,3",BRC0109G,Nome não encontrado
Magnésio,mg,"28,1","28,1",BRC0109G,Nome não encontrado
Fósforo,mg,104,104,BRC0109G,Nome não encontrado
Potássio,mg,172,172,BRC0109G,Nome não encontrado
Manganês,mg,"0,19","0,19",BRC0109G,Nome não encontrado
Zinco,mg,"1,09","1,09",BRC0109G,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0109G,Nome não encontrado
Selênio,mcg,"21,9","21,9",BRC0109G,Nome não encontrado
Vitamina A (RE),mcg,"30,4","30,4",BRC0109G,Nome não encontrado
Vitamina A (RAE),mcg,"29,6","29,6",BRC0109G,Nome não encontrado
Vitamina D,mcg,"0,06","0,06",BRC0109G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,41","0,41",BRC0109G,Nome não encontrado
Tiamina,mg,"0,11","0,11",BRC0109G,Nome não encontrado
Riboflavina,mg,"0,29","0,29",BRC0109G,Nome não encontrado
Niacina,mg,"0,90","0,90",BRC0109G,Nome não encontrado
Vitamina B6,mg,"0,06","0,06",BRC0109G,Nome não encontrado
Vitamina B12,mcg,"0,30","0,30",BRC0109G,Nome não encontrado
Vitamina C,mg,"1,81","1,81",BRC0109G,Nome não encontrado
Equivalente de folato,mcg,"9,80","9,80",BRC0109G,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0109G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0109G,Nome não encontrado
Gordura de adição,g,-,-,BRC0109G,Nome não encontrado
Proteína vegetal,g,-,-,BRC0109G,Nome não encontrado
Proteína animal,g,-,-,BRC0109G,Nome não encontrado
