componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,930,511,371,BRC0537A,Nome não encontrado
Energia,kcal,222,122,88,BRC0537A,Nome não encontrado
Umidade,g,"56,9","31,3","22,8",BRC0537A,Nome não encontrado
Carboidrato total,g,"26,9","14,8","10,8",BRC0537A,Nome não encontrado
Carboidrato disponível,g,"24,7","13,6","9,87",BRC0537A,Nome não encontrado
Proteína,g,"4,18","2,30","1,67",BRC0537A,Nome não encontrado
Lipídios,g,"11,4","6,26","4,56",BRC0537A,Nome não encontrado
Fibra alimentar,g,"2,24","1,23","0,90",BRC0537A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Cinzas,g,"0,61","0,34","0,25",BRC0537A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Ácidos graxos saturados,g,"1,29","0,71","0,52",BRC0537A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,85","1,02","0,74",BRC0537A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,95","4,37","3,18",BRC0537A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0537A,Nome não encontrado
Cálcio,mg,"21,2","11,7","8,49",BRC0537A,Nome não encontrado
Ferro,mg,"0,59","0,32","0,24",BRC0537A,Nome não encontrado
Sódio,mg,"2,06","1,13","0,82",BRC0537A,Nome não encontrado
Magnésio,mg,"42,7","23,5","17,1",BRC0537A,Nome não encontrado
Fósforo,mg,"81,1","44,6","32,4",BRC0537A,Nome não encontrado
Potássio,mg,120,"66,4","48,3",BRC0537A,Nome não encontrado
Manganês,mg,"1,41","0,78","0,57",BRC0537A,Nome não encontrado
Zinco,mg,"0,74","0,41","0,30",BRC0537A,Nome não encontrado
Cobre,mg,"0,24","0,13","0,10",BRC0537A,Nome não encontrado
Selênio,mcg,"2,52","1,38","1,01",BRC0537A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,31","0,17","0,12",BRC0537A,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0537A,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Niacina,mg,"0,16","0,09","0,06",BRC0537A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,02",BRC0537A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Vitamina C,mg,"0,81","0,44","0,32",BRC0537A,Nome não encontrado
Equivalente de folato,mcg,"8,63","4,75","3,45",BRC0537A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0537A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0537A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0537A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0537A,Nome não encontrado
