componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,423,422,BRC0646A,Nome não encontrado
Energia,kcal,100,100,BRC0646A,Nome não encontrado
Umidade,g,"75,5","75,5",BRC0646A,Nome não encontrado
Carboidrato total,g,"15,9","15,9",BRC0646A,Nome não encontrado
Carboidrato disponível,g,"14,3","14,3",BRC0646A,Nome não encontrado
Proteína,g,"5,02","5,02",BRC0646A,Nome não encontrado
Lipídios,g,"2,20","2,20",BRC0646A,Nome não encontrado
Fibra alimentar,g,"1,58","1,58",BRC0646A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0646A,Nome não encontrado
Cinzas,g,"1,38","1,38",BRC0646A,Nome não encontrado
Colesterol,mg,"28,7","28,7",BRC0646A,Nome não encontrado
Ácidos graxos saturados,g,"0,52","0,52",BRC0646A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,75","0,75",BRC0646A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,74","0,74",BRC0646A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0646A,Nome não encontrado
Cálcio,mg,"18,3","18,3",BRC0646A,Nome não encontrado
Ferro,mg,"1,08","1,08",BRC0646A,Nome não encontrado
Sódio,mg,366,366,BRC0646A,Nome não encontrado
Magnésio,mg,"11,2","11,2",BRC0646A,Nome não encontrado
Fósforo,mg,"77,0","77,0",BRC0646A,Nome não encontrado
Potássio,mg,125,125,BRC0646A,Nome não encontrado
Manganês,mg,"0,12","0,12",BRC0646A,Nome não encontrado
Zinco,mg,"0,37","0,37",BRC0646A,Nome não encontrado
Cobre,mg,"0,09","0,09",BRC0646A,Nome não encontrado
Selênio,mcg,"6,47","6,47",BRC0646A,Nome não encontrado
Vitamina A (RE),mcg,"44,1","44,1",BRC0646A,Nome não encontrado
Vitamina A (RAE),mcg,"24,9","24,9",BRC0646A,Nome não encontrado
Vitamina D,mcg,"0,04","0,04",BRC0646A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,53",BRC0646A,Nome não encontrado
Tiamina,mg,"0,05","0,05",BRC0646A,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0646A,Nome não encontrado
Niacina,mg,"1,59","1,59",BRC0646A,Nome não encontrado
Vitamina B6,mg,"0,02","0,02",BRC0646A,Nome não encontrado
Vitamina B12,mcg,"0,15","0,15",BRC0646A,Nome não encontrado
Vitamina C,mg,"7,51","7,51",BRC0646A,Nome não encontrado
Equivalente de folato,mcg,"44,8","44,8",BRC0646A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0646A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0646A,Nome não encontrado
Gordura de adição,g,-,-,BRC0646A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0646A,Nome não encontrado
Proteína animal,g,-,-,BRC0646A,Nome não encontrado
