componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1539,384,BRC0400A,Nome não encontrado
Energia,kcal,365,91,BRC0400A,Nome não encontrado
Umidade,g,"11,3","2,82",BRC0400A,Nome não encontrado
Carboidrato total,g,"65,3","16,3",BRC0400A,Nome não encontrado
Carboidrato disponível,g,"58,6","14,6",BRC0400A,Nome não encontrado
Proteína,g,"13,6","3,39",BRC0400A,Nome não encontrado
Lipídios,g,"7,02","1,76",BRC0400A,Nome não encontrado
Fibra alimentar,g,"6,70","1,68",BRC0400A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0400A,Nome não encontrado
Cinzas,g,"2,88","0,72",BRC0400A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0400A,Nome não encontrado
Ácidos graxos saturados,g,"1,46","0,36",BRC0400A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,69","0,42",BRC0400A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,78","0,69",BRC0400A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0400A,Nome não encontrado
Cálcio,mg,159,"39,8",BRC0400A,Nome não encontrado
Ferro,mg,"7,61","1,90",BRC0400A,Nome não encontrado
Sódio,mg,"4,00","1,00",BRC0400A,Nome não encontrado
Magnésio,mg,248,"62,0",BRC0400A,Nome não encontrado
Fósforo,mg,557,139,BRC0400A,Nome não encontrado
Potássio,mg,508,127,BRC0400A,Nome não encontrado
Manganês,mg,"3,33","0,83",BRC0400A,Nome não encontrado
Zinco,mg,"2,87","0,72",BRC0400A,Nome não encontrado
Cobre,mg,"0,53","0,13",BRC0400A,Nome não encontrado
Selênio,mcg,"18,7","4,68",BRC0400A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0400A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0400A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0400A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,19","0,30",BRC0400A,Nome não encontrado
Tiamina,mg,"0,12","0,03",BRC0400A,Nome não encontrado
Riboflavina,mg,"0,20","0,05",BRC0400A,Nome não encontrado
Niacina,mg,"0,92","0,23",BRC0400A,Nome não encontrado
Vitamina B6,mg,"0,59","0,15",BRC0400A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0400A,Nome não encontrado
Vitamina C,mg,"4,20","1,05",BRC0400A,Nome não encontrado
Equivalente de folato,mcg,"82,0","20,5",BRC0400A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0400A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0400A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0400A,Nome não encontrado
Proteína vegetal,g,"13,6","3,39",BRC0400A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0400A,Nome não encontrado
