componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,188,75,BRC0188B,Nome não encontrado
Energia,kcal,45,18,BRC0188B,Nome não encontrado
Umidade,g,"90,2","36,1",BRC0188B,Nome não encontrado
Carboidrato total,g,"3,29","1,32",BRC0188B,Nome não encontrado
Carboidrato disponível,g,"1,60","0,64",BRC0188B,Nome não encontrado
Proteína,g,"2,48","0,99",BRC0188B,Nome não encontrado
Lipídios,g,"2,86","1,14",BRC0188B,Nome não encontrado
Fibra alimentar,g,"1,69","0,68",BRC0188B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0188B,Nome não encontrado
Cinzas,g,"1,14","0,45",BRC0188B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0188B,Nome não encontrado
Ácidos graxos saturados,g,"0,47","0,19",BRC0188B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,92","0,77",BRC0188B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,36","0,14",BRC0188B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0188B,Nome não encontrado
Cálcio,mg,"97,8","39,1",BRC0188B,Nome não encontrado
Ferro,mg,"1,56","0,62",BRC0188B,Nome não encontrado
Sódio,mg,136,"54,5",BRC0188B,Nome não encontrado
Magnésio,mg,"19,4","7,75",BRC0188B,Nome não encontrado
Fósforo,mg,"48,3","19,3",BRC0188B,Nome não encontrado
Potássio,mg,223,"89,6",BRC0188B,Nome não encontrado
Manganês,mg,"0,26","0,10",BRC0188B,Nome não encontrado
Zinco,mg,"0,70","0,28",BRC0188B,Nome não encontrado
Cobre,mg,"0,11","0,04",BRC0188B,Nome não encontrado
Selênio,mcg,"0,19","0,07",BRC0188B,Nome não encontrado
Vitamina A (RE),mcg,367,146,BRC0188B,Nome não encontrado
Vitamina A (RAE),mcg,183,"73,4",BRC0188B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0188B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,66","1,46",BRC0188B,Nome não encontrado
Tiamina,mg,"0,10","0,04",BRC0188B,Nome não encontrado
Riboflavina,mg,"0,20","0,08",BRC0188B,Nome não encontrado
Niacina,mg,"1,01","0,40",BRC0188B,Nome não encontrado
Vitamina B6,mg,"0,10","0,04",BRC0188B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0188B,Nome não encontrado
Vitamina C,mg,"52,8","21,1",BRC0188B,Nome não encontrado
Equivalente de folato,mcg,"15,3","6,12",BRC0188B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0188B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0188B,Nome não encontrado
Gordura de adição,g,-,-,BRC0188B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0188B,Nome não encontrado
Proteína animal,g,-,-,BRC0188B,Nome não encontrado
