componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,106,95,BRC0612B,Nome não encontrado
Energia,kcal,25,22,BRC0612B,Nome não encontrado
Umidade,g,"90,3","81,3",BRC0612B,Nome não encontrado
Carboidrato total,g,"4,69","4,22",BRC0612B,Nome não encontrado
Carboidrato disponível,g,"1,57","1,41",BRC0612B,Nome não encontrado
Proteína,g,"2,44","2,20",BRC0612B,Nome não encontrado
Lipídios,g,"0,34","0,31",BRC0612B,Nome não encontrado
Fibra alimentar,g,"3,12","2,81",BRC0612B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0612B,Nome não encontrado
Cinzas,g,"2,20","1,98",BRC0612B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0612B,Nome não encontrado
Ácidos graxos saturados,g,"0,09","0,08",BRC0612B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0612B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,08",BRC0612B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0612B,Nome não encontrado
Cálcio,mg,"45,4","40,8",BRC0612B,Nome não encontrado
Ferro,mg,"0,24","0,22",BRC0612B,Nome não encontrado
Sódio,mg,538,484,BRC0612B,Nome não encontrado
Magnésio,mg,"29,6","26,6",BRC0612B,Nome não encontrado
Fósforo,mg,"47,6","42,9",BRC0612B,Nome não encontrado
Potássio,mg,225,202,BRC0612B,Nome não encontrado
Manganês,mg,"5,48","4,93",BRC0612B,Nome não encontrado
Zinco,mg,"0,52","0,46",BRC0612B,Nome não encontrado
Cobre,mg,"0,15","0,14",BRC0612B,Nome não encontrado
Selênio,mcg,"0,60","0,54",BRC0612B,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0612B,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0612B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0612B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0612B,Nome não encontrado
Tiamina,mg,"0,05","0,04",BRC0612B,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0612B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0612B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0612B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0612B,Nome não encontrado
Vitamina C,mg,"5,32","4,79",BRC0612B,Nome não encontrado
Equivalente de folato,mcg,"38,5","34,6",BRC0612B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0612B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0612B,Nome não encontrado
Gordura de adição,g,-,-,BRC0612B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0612B,Nome não encontrado
Proteína animal,g,-,-,BRC0612B,Nome não encontrado
