componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,308,169,BRC0602N,Nome não encontrado
Energia,kcal,73,40,BRC0602N,Nome não encontrado
Umidade,g,"83,3","45,8",BRC0602N,Nome não encontrado
Carboidrato total,g,"4,88","2,69",BRC0602N,Nome não encontrado
Carboidrato disponível,g,"4,23","2,33",BRC0602N,Nome não encontrado
Proteína,g,"8,58","4,72",BRC0602N,Nome não encontrado
Lipídios,g,"2,29","1,26",BRC0602N,Nome não encontrado
Fibra alimentar,g,"0,65","0,36",BRC0602N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0602N,Nome não encontrado
Cinzas,g,"0,91","0,50",BRC0602N,Nome não encontrado
Colesterol,mg,"25,0","13,7",BRC0602N,Nome não encontrado
Ácidos graxos saturados,g,"0,40","0,22",BRC0602N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,18","0,65",BRC0602N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,45","0,25",BRC0602N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0602N,Nome não encontrado
Cálcio,mg,"10,8","5,92",BRC0602N,Nome não encontrado
Ferro,mg,"0,16","0,09",BRC0602N,Nome não encontrado
Sódio,mg,132,"73,0",BRC0602N,Nome não encontrado
Magnésio,mg,"10,8","5,93",BRC0602N,Nome não encontrado
Fósforo,mg,"68,2","37,5",BRC0602N,Nome não encontrado
Potássio,mg,191,105,BRC0602N,Nome não encontrado
Manganês,mg,"0,04","0,02",BRC0602N,Nome não encontrado
Zinco,mg,"0,20","0,11",BRC0602N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0602N,Nome não encontrado
Selênio,mcg,"14,8","8,14",BRC0602N,Nome não encontrado
Vitamina A (RE),mcg,"17,7","9,71",BRC0602N,Nome não encontrado
Vitamina A (RAE),mcg,"9,66","5,31",BRC0602N,Nome não encontrado
Vitamina D,mcg,"2,17","1,20",BRC0602N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,54","0,29",BRC0602N,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0602N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0602N,Nome não encontrado
Niacina,mg,"0,23","0,12",BRC0602N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0602N,Nome não encontrado
Vitamina B12,mcg,"0,94","0,52",BRC0602N,Nome não encontrado
Vitamina C,mg,"1,63","0,90",BRC0602N,Nome não encontrado
Equivalente de folato,mcg,"7,71","4,24",BRC0602N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0602N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0602N,Nome não encontrado
Gordura de adição,g,-,-,BRC0602N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0602N,Nome não encontrado
Proteína animal,g,-,-,BRC0602N,Nome não encontrado
