componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,631,757,BRC0080E,Nome não encontrado
Energia,kcal,150,180,BRC0080E,Nome não encontrado
Umidade,g,"68,0","81,6",BRC0080E,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0080E,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0080E,Nome não encontrado
Proteína,g,"25,2","30,2",BRC0080E,Nome não encontrado
Lipídios,g,"5,50","6,60",BRC0080E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0080E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0080E,Nome não encontrado
Cinzas,g,"1,34","1,61",BRC0080E,Nome não encontrado
Colesterol,mg,"71,1","85,3",BRC0080E,Nome não encontrado
Ácidos graxos saturados,g,"1,62","1,94",BRC0080E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,56","1,88",BRC0080E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,04","1,25",BRC0080E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0080E,Nome não encontrado
Cálcio,mg,"30,7","36,8",BRC0080E,Nome não encontrado
Ferro,mg,"0,76","0,92",BRC0080E,Nome não encontrado
Sódio,mg,"48,6","58,4",BRC0080E,Nome não encontrado
Magnésio,mg,"21,7","26,0",BRC0080E,Nome não encontrado
Fósforo,mg,165,198,BRC0080E,Nome não encontrado
Potássio,mg,267,320,BRC0080E,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0080E,Nome não encontrado
Zinco,mg,"0,39","0,47",BRC0080E,Nome não encontrado
Cobre,mg,"0,07","0,08",BRC0080E,Nome não encontrado
Selênio,mcg,,,BRC0080E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0080E,Nome não encontrado
Vitamina A (RAE),mcg,"53,7","64,4",BRC0080E,Nome não encontrado
Vitamina D,mcg,,,BRC0080E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0080E,Nome não encontrado
Tiamina,mg,"0,07","0,08",BRC0080E,Nome não encontrado
Riboflavina,mg,"0,06","0,07",BRC0080E,Nome não encontrado
Niacina,mg,"3,89","4,67",BRC0080E,Nome não encontrado
Vitamina B6,mg,"0,32","0,38",BRC0080E,Nome não encontrado
Vitamina B12,mcg,"0,17","0,20",BRC0080E,Nome não encontrado
Vitamina C,mg,"0,90","1,08",BRC0080E,Nome não encontrado
Equivalente de folato,mcg,"6,74","8,08",BRC0080E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0080E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0080E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0080E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0080E,Nome não encontrado
Proteína animal,g,"25,2","30,2",BRC0080E,Nome não encontrado
