componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,472,519,BRC0282E,Nome não encontrado
Energia,kcal,111,122,BRC0282E,Nome não encontrado
Umidade,g,"70,3","77,3",BRC0282E,Nome não encontrado
Carboidrato total,g,"5,40","5,94",BRC0282E,Nome não encontrado
Carboidrato disponível,g,"5,40","5,94",BRC0282E,Nome não encontrado
Proteína,g,"20,5","22,6",BRC0282E,Nome não encontrado
Lipídios,g,"0,84","0,92",BRC0282E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0282E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0282E,Nome não encontrado
Cinzas,g,"2,97","3,27",BRC0282E,Nome não encontrado
Colesterol,mg,"41,0","45,1",BRC0282E,Nome não encontrado
Ácidos graxos saturados,g,"0,22","0,24",BRC0282E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,09",BRC0282E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,22","0,24",BRC0282E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0282E,Nome não encontrado
Cálcio,mg,"10,00","11,0",BRC0282E,Nome não encontrado
Ferro,mg,"0,58","0,64",BRC0282E,Nome não encontrado
Sódio,mg,667,733,BRC0282E,Nome não encontrado
Magnésio,mg,"37,0","40,7",BRC0282E,Nome não encontrado
Fósforo,mg,426,468,BRC0282E,Nome não encontrado
Potássio,mg,314,345,BRC0282E,Nome não encontrado
Manganês,mg,"0,03","0,03",BRC0282E,Nome não encontrado
Zinco,mg,"1,55","1,71",BRC0282E,Nome não encontrado
Cobre,mg,"0,03","0,04",BRC0282E,Nome não encontrado
Selênio,mcg,"21,7","23,9",BRC0282E,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0282E,Nome não encontrado
Vitamina A (RAE),mcg,"2,00","2,20",BRC0282E,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0282E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00",BRC0282E,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0282E,Nome não encontrado
Riboflavina,mg,"0,02","0,03",BRC0282E,Nome não encontrado
Niacina,mg,"1,08","1,18",BRC0282E,Nome não encontrado
Vitamina B6,mg,"0,11","0,12",BRC0282E,Nome não encontrado
Vitamina B12,mcg,"2,15","2,37",BRC0282E,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0282E,Nome não encontrado
Equivalente de folato,mcg,"20,0","22,0",BRC0282E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0282E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0282E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0282E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0282E,Nome não encontrado
Proteína animal,g,"20,5","22,6",BRC0282E,Nome não encontrado
