componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1105,1215,BRC0597F,Nome não encontrado
Energia,kcal,265,291,BRC0597F,Nome não encontrado
Umidade,g,"52,2","57,4",BRC0597F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0597F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0597F,Nome não encontrado
Proteína,g,"30,0","33,0",BRC0597F,Nome não encontrado
Lipídios,g,"16,1","17,7",BRC0597F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0597F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0597F,Nome não encontrado
Cinzas,g,"1,66","1,83",BRC0597F,Nome não encontrado
Colesterol,mg,"94,2",103,BRC0597F,Nome não encontrado
Ácidos graxos saturados,g,"5,33","5,87",BRC0597F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,70","5,16",BRC0597F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,96","5,46",BRC0597F,Nome não encontrado
Ácidos graxos trans,g,"0,19","0,20",BRC0597F,Nome não encontrado
Cálcio,mg,"4,06","4,46",BRC0597F,Nome não encontrado
Ferro,mg,"2,64","2,90",BRC0597F,Nome não encontrado
Sódio,mg,232,256,BRC0597F,Nome não encontrado
Magnésio,mg,"25,9","28,5",BRC0597F,Nome não encontrado
Fósforo,mg,282,310,BRC0597F,Nome não encontrado
Potássio,mg,298,328,BRC0597F,Nome não encontrado
Manganês,mg,"0,02","0,02",BRC0597F,Nome não encontrado
Zinco,mg,"3,79","4,17",BRC0597F,Nome não encontrado
Cobre,mg,"0,15","0,17",BRC0597F,Nome não encontrado
Selênio,mcg,"7,29","8,01",BRC0597F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0597F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0597F,Nome não encontrado
Vitamina D,mcg,"0,12","0,13",BRC0597F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,21","1,33",BRC0597F,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0597F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0597F,Nome não encontrado
Niacina,mg,"3,91","4,30",BRC0597F,Nome não encontrado
Vitamina B6,mg,"0,04","0,05",BRC0597F,Nome não encontrado
Vitamina B12,mcg,"1,24","1,37",BRC0597F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0597F,Nome não encontrado
Equivalente de folato,mcg,"15,7","17,3",BRC0597F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0597F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0597F,Nome não encontrado
Gordura de adição,g,-,-,BRC0597F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0597F,Nome não encontrado
Proteína animal,g,-,-,BRC0597F,Nome não encontrado
