componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,148,BRC1189B,Nome não encontrado
Energia,kcal,36,BRC1189B,Nome não encontrado
Umidade,g,"93,0",BRC1189B,Nome não encontrado
Carboidrato total,g,"2,16",BRC1189B,Nome não encontrado
Carboidrato disponível,g,"0,60",BRC1189B,Nome não encontrado
Proteína,g,"1,29",BRC1189B,Nome não encontrado
Lipídios,g,"2,79",BRC1189B,Nome não encontrado
Fibra alimentar,g,"1,55",BRC1189B,Nome não encontrado
Álcool,g,"0,00",BRC1189B,Nome não encontrado
Cinzas,g,"0,93",BRC1189B,Nome não encontrado
Colesterol,mg,"0,00",BRC1189B,Nome não encontrado
Ácidos graxos saturados,g,"0,47",BRC1189B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,96",BRC1189B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,35",BRC1189B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1189B,Nome não encontrado
Cálcio,mg,"40,9",BRC1189B,Nome não encontrado
Ferro,mg,"0,48",BRC1189B,Nome não encontrado
Sódio,mg,130,BRC1189B,Nome não encontrado
Magnésio,mg,"13,1",BRC1189B,Nome não encontrado
Fósforo,mg,"20,1",BRC1189B,Nome não encontrado
Potássio,mg,213,BRC1189B,Nome não encontrado
Manganês,mg,"0,16",BRC1189B,Nome não encontrado
Zinco,mg,"0,20",BRC1189B,Nome não encontrado
Cobre,mg,"0,04",BRC1189B,Nome não encontrado
Selênio,mcg,"0,16",BRC1189B,Nome não encontrado
Vitamina A (RE),mcg,225,BRC1189B,Nome não encontrado
Vitamina A (RAE),mcg,112,BRC1189B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1189B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,58",BRC1189B,Nome não encontrado
Tiamina,mg,"0,04",BRC1189B,Nome não encontrado
Riboflavina,mg,"0,05",BRC1189B,Nome não encontrado
Niacina,mg,"0,38",BRC1189B,Nome não encontrado
Vitamina B6,mg,traços,BRC1189B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1189B,Nome não encontrado
Vitamina C,mg,"20,7",BRC1189B,Nome não encontrado
Equivalente de folato,mcg,"28,6",BRC1189B,Nome não encontrado
Sal de adição,g,"0,00",BRC1189B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1189B,Nome não encontrado
Gordura de adição,g,-,BRC1189B,Nome não encontrado
Proteína vegetal,g,-,BRC1189B,Nome não encontrado
Proteína animal,g,-,BRC1189B,Nome não encontrado
