componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),codigo_alimento,nome_alimento
Energia,kJ,979,587,440,BRC1087A,Nome não encontrado
Energia,kcal,235,141,105,BRC1087A,Nome não encontrado
Umidade,g,"59,6","35,7","26,8",BRC1087A,Nome não encontrado
Carboidrato total,g,"19,6","11,7","8,81",BRC1087A,Nome não encontrado
Carboidrato disponível,g,"18,1","10,9","8,16",BRC1087A,Nome não encontrado
Proteína,g,"3,97","2,38","1,79",BRC1087A,Nome não encontrado
Lipídios,g,"15,4","9,22","6,91",BRC1087A,Nome não encontrado
Fibra alimentar,g,"1,44","0,86","0,65",BRC1087A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC1087A,Nome não encontrado
Cinzas,g,"1,53","0,92","0,69",BRC1087A,Nome não encontrado
Colesterol,mg,"11,5","6,87","5,16",BRC1087A,Nome não encontrado
Ácidos graxos saturados,g,"4,96","2,97","2,23",BRC1087A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"8,04","4,83","3,62",BRC1087A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,84","0,63",BRC1087A,Nome não encontrado
Ácidos graxos trans,g,"0,20","0,12","0,09",BRC1087A,Nome não encontrado
Cálcio,mg,"83,9","50,3","37,7",BRC1087A,Nome não encontrado
Ferro,mg,"0,51","0,31","0,23",BRC1087A,Nome não encontrado
Sódio,mg,379,227,170,BRC1087A,Nome não encontrado
Magnésio,mg,"19,8","11,9","8,90",BRC1087A,Nome não encontrado
Fósforo,mg,"73,4","44,0","33,0",BRC1087A,Nome não encontrado
Potássio,mg,"99,0","59,4","44,5",BRC1087A,Nome não encontrado
Manganês,mg,"0,59","0,36","0,27",BRC1087A,Nome não encontrado
Zinco,mg,"0,65","0,39","0,29",BRC1087A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC1087A,Nome não encontrado
Selênio,mcg,"2,63","1,58","1,18",BRC1087A,Nome não encontrado
Vitamina A (RE),mcg,104,"62,4","46,8",BRC1087A,Nome não encontrado
Vitamina A (RAE),mcg,"74,8","44,9","33,6",BRC1087A,Nome não encontrado
Vitamina D,mcg,"0,05","0,03","0,02",BRC1087A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,22","0,73","0,55",BRC1087A,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,01",BRC1087A,Nome não encontrado
Riboflavina,mg,"0,04","0,02","0,02",BRC1087A,Nome não encontrado
Niacina,mg,"0,04","0,02","0,02",BRC1087A,Nome não encontrado
Vitamina B6,mg,"0,04","0,02","0,02",BRC1087A,Nome não encontrado
Vitamina B12,mcg,"0,10","0,06","0,04",BRC1087A,Nome não encontrado
Vitamina C,mg,"5,42","3,25","2,44",BRC1087A,Nome não encontrado
Equivalente de folato,mcg,"4,80","2,88","2,16",BRC1087A,Nome não encontrado
Sal de adição,g,,,,BRC1087A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC1087A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC1087A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC1087A,Nome não encontrado
Proteína animal,g,-,-,-,BRC1087A,Nome não encontrado
