componente,unidade,Valor por 100g,Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,138,13,BRC0715B,Nome não encontrado
Energia,kcal,33,3,BRC0715B,Nome não encontrado
Umidade,g,"88,6","8,86",BRC0715B,Nome não encontrado
Carboidrato total,g,"6,66","0,67",BRC0715B,Nome não encontrado
Carboidrato disponível,g,"2,61","0,26",BRC0715B,Nome não encontrado
Proteína,g,"3,08","0,31",BRC0715B,Nome não encontrado
Lipídios,g,"0,25","0,03",BRC0715B,Nome não encontrado
Fibra alimentar,g,"4,05","0,41",BRC0715B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0715B,Nome não encontrado
Cinzas,g,"1,41","0,14",BRC0715B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0715B,Nome não encontrado
Ácidos graxos saturados,g,,,BRC0715B,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,BRC0715B,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,BRC0715B,Nome não encontrado
Ácidos graxos trans,g,,,BRC0715B,Nome não encontrado
Cálcio,mg,,,BRC0715B,Nome não encontrado
Ferro,mg,"6,40","0,64",BRC0715B,Nome não encontrado
Sódio,mg,,,BRC0715B,Nome não encontrado
Magnésio,mg,,,BRC0715B,Nome não encontrado
Fósforo,mg,,,BRC0715B,Nome não encontrado
Potássio,mg,,,BRC0715B,Nome não encontrado
Manganês,mg,,,BRC0715B,Nome não encontrado
Zinco,mg,,,BRC0715B,Nome não encontrado
Cobre,mg,,,BRC0715B,Nome não encontrado
Selênio,mcg,,,BRC0715B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0715B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0715B,Nome não encontrado
Vitamina D,mcg,,,BRC0715B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0715B,Nome não encontrado
Tiamina,mg,,,BRC0715B,Nome não encontrado
Riboflavina,mg,,,BRC0715B,Nome não encontrado
Niacina,mg,,,BRC0715B,Nome não encontrado
Vitamina B6,mg,,,BRC0715B,Nome não encontrado
Vitamina B12,mcg,,,BRC0715B,Nome não encontrado
Vitamina C,mg,,,BRC0715B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0715B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0715B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0715B,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0715B,Nome não encontrado
Proteína vegetal,g,"3,08","0,31",BRC0715B,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0715B,Nome não encontrado
