componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,235,564,387,BRC0246C,Nome não encontrado
Energia,kcal,56,134,92,BRC0246C,Nome não encontrado
Umidade,g,"85,6",205,141,BRC0246C,Nome não encontrado
Carboidrato total,g,"12,6","30,4","20,9",BRC0246C,Nome não encontrado
Carboidrato disponível,g,"9,93","23,8","16,4",BRC0246C,Nome não encontrado
Proteína,g,"0,37","0,89","0,61",BRC0246C,Nome não encontrado
Lipídios,g,"1,03","2,48","1,70",BRC0246C,Nome não encontrado
Fibra alimentar,g,"2,72","6,53","4,49",BRC0246C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Cinzas,g,"0,31","0,74","0,51",BRC0246C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,01",BRC0246C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,06","0,04",BRC0246C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,01","0,01",BRC0246C,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,03","0,02",BRC0246C,Nome não encontrado
Cálcio,mg,"18,3","43,9","30,2",BRC0246C,Nome não encontrado
Ferro,mg,"0,23","0,54","0,37",BRC0246C,Nome não encontrado
Sódio,mg,"4,22","10,1","6,97",BRC0246C,Nome não encontrado
Magnésio,mg,"10,2","24,4","16,8",BRC0246C,Nome não encontrado
Fósforo,mg,"9,04","21,7","14,9",BRC0246C,Nome não encontrado
Potássio,mg,111,267,184,BRC0246C,Nome não encontrado
Manganês,mg,"0,16","0,38","0,26",BRC0246C,Nome não encontrado
Zinco,mg,"0,18","0,43","0,30",BRC0246C,Nome não encontrado
Cobre,mg,"0,05","0,11","0,07",BRC0246C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Vitamina A (RE),mcg,"3,60","8,64","5,94",BRC0246C,Nome não encontrado
Vitamina A (RAE),mcg,"1,20","2,88","1,98",BRC0246C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,53","6,08","4,18",BRC0246C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0246C,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Niacina,mg,"0,15","0,37","0,25",BRC0246C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0246C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Vitamina C,mg,"15,4","37,0","25,4",BRC0246C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0246C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0246C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0246C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0246C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0246C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0246C,Nome não encontrado
