componente,unidade,Valor por 100g,Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,1143,171,BRC0098K,Nome não encontrado
Energia,kcal,269,40,BRC0098K,Nome não encontrado
Umidade,g,"31,9","4,79",BRC0098K,Nome não encontrado
Carboidrato total,g,"67,2","10,1",BRC0098K,Nome não encontrado
Carboidrato disponível,g,"67,2","10,1",BRC0098K,Nome não encontrado
Proteína,g,"0,00","0,00",BRC0098K,Nome não encontrado
Lipídios,g,"0,00","0,00",BRC0098K,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0098K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0098K,Nome não encontrado
Cinzas,g,"0,87","0,13",BRC0098K,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0098K,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00",BRC0098K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0098K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00",BRC0098K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0098K,Nome não encontrado
Cálcio,mg,"0,00","0,00",BRC0098K,Nome não encontrado
Ferro,mg,"0,00","0,00",BRC0098K,Nome não encontrado
Sódio,mg,150,"22,5",BRC0098K,Nome não encontrado
Magnésio,mg,"40,0","6,00",BRC0098K,Nome não encontrado
Fósforo,mg,"58,0","8,70",BRC0098K,Nome não encontrado
Potássio,mg,122,"18,3",BRC0098K,Nome não encontrado
Manganês,mg,"0,31","0,05",BRC0098K,Nome não encontrado
Zinco,mg,"0,55","0,08",BRC0098K,Nome não encontrado
Cobre,mg,"0,31","0,05",BRC0098K,Nome não encontrado
Selênio,mcg,"1,50","0,23",BRC0098K,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0098K,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0098K,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0098K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,01","0,00",BRC0098K,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0098K,Nome não encontrado
Riboflavina,mg,"0,03","0,00",BRC0098K,Nome não encontrado
Niacina,mg,"0,17","0,03",BRC0098K,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0098K,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0098K,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0098K,Nome não encontrado
Equivalente de folato,mcg,"3,00","0,45",BRC0098K,Nome não encontrado
Sal de adição,g,,,BRC0098K,Nome não encontrado
Açúcar de adição,g,,,BRC0098K,Nome não encontrado
Gordura de adição,g,-,-,BRC0098K,Nome não encontrado
Proteína vegetal,g,,,BRC0098K,Nome não encontrado
Proteína animal,g,-,-,BRC0098K,Nome não encontrado
