componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,82,20,BRC0214B,Nome não encontrado
Energia,kcal,19,4,BRC0214B,Nome não encontrado
Umidade,g,"93,2","23,3",BRC0214B,Nome não encontrado
Carboidrato total,g,"4,38","1,10",BRC0214B,Nome não encontrado
Carboidrato disponível,g,"3,33","0,83",BRC0214B,Nome não encontrado
Proteína,g,"0,83","0,21",BRC0214B,Nome não encontrado
Lipídios,g,"0,08","0,02",BRC0214B,Nome não encontrado
Fibra alimentar,g,"1,05","0,26",BRC0214B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0214B,Nome não encontrado
Cinzas,g,"1,50","0,37",BRC0214B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0214B,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,00",BRC0214B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00",BRC0214B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,01",BRC0214B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0214B,Nome não encontrado
Cálcio,mg,"68,2","17,1",BRC0214B,Nome não encontrado
Ferro,mg,"0,60","0,15",BRC0214B,Nome não encontrado
Sódio,mg,135,"33,9",BRC0214B,Nome não encontrado
Magnésio,mg,"5,85","1,46",BRC0214B,Nome não encontrado
Fósforo,mg,"27,8","6,94",BRC0214B,Nome não encontrado
Potássio,mg,150,"37,6",BRC0214B,Nome não encontrado
Manganês,mg,"0,18","0,04",BRC0214B,Nome não encontrado
Zinco,mg,"0,12","0,03",BRC0214B,Nome não encontrado
Cobre,mg,"0,33","0,08",BRC0214B,Nome não encontrado
Selênio,mcg,"0,54","0,13",BRC0214B,Nome não encontrado
Vitamina A (RE),mcg,904,226,BRC0214B,Nome não encontrado
Vitamina A (RAE),mcg,452,113,BRC0214B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0214B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,12","0,03",BRC0214B,Nome não encontrado
Tiamina,mg,traços,traços,BRC0214B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0214B,Nome não encontrado
Niacina,mg,traços,traços,BRC0214B,Nome não encontrado
Vitamina B6,mg,"0,13","0,03",BRC0214B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0214B,Nome não encontrado
Vitamina C,mg,"2,59","0,65",BRC0214B,Nome não encontrado
Equivalente de folato,mcg,"26,7","6,69",BRC0214B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0214B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0214B,Nome não encontrado
Gordura de adição,g,-,-,BRC0214B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0214B,Nome não encontrado
Proteína animal,g,-,-,BRC0214B,Nome não encontrado
