componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,302,166,BRC0377N,Nome não encontrado
Energia,kcal,72,39,BRC0377N,Nome não encontrado
Umidade,g,"83,7","46,0",BRC0377N,Nome não encontrado
Carboidrato total,g,"11,3","6,20",BRC0377N,Nome não encontrado
Carboidrato disponível,g,"9,87","5,43",BRC0377N,Nome não encontrado
Proteína,g,"2,22","1,22",BRC0377N,Nome não encontrado
Lipídios,g,"2,31","1,27",BRC0377N,Nome não encontrado
Fibra alimentar,g,"1,41","0,78",BRC0377N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0377N,Nome não encontrado
Cinzas,g,"0,51","0,28",BRC0377N,Nome não encontrado
Colesterol,mg,"1,51","0,83",BRC0377N,Nome não encontrado
Ácidos graxos saturados,g,"0,38","0,21",BRC0377N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,50","0,83",BRC0377N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,32","0,18",BRC0377N,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0377N,Nome não encontrado
Cálcio,mg,"60,9","33,5",BRC0377N,Nome não encontrado
Ferro,mg,"0,28","0,16",BRC0377N,Nome não encontrado
Sódio,mg,"4,19","2,31",BRC0377N,Nome não encontrado
Magnésio,mg,"12,2","6,72",BRC0377N,Nome não encontrado
Fósforo,mg,"29,4","16,2",BRC0377N,Nome não encontrado
Potássio,mg,218,120,BRC0377N,Nome não encontrado
Manganês,mg,"0,14","0,07",BRC0377N,Nome não encontrado
Zinco,mg,"0,20","0,11",BRC0377N,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0377N,Nome não encontrado
Selênio,mcg,"0,67","0,37",BRC0377N,Nome não encontrado
Vitamina A (RE),mcg,128,"70,6",BRC0377N,Nome não encontrado
Vitamina A (RAE),mcg,"64,4","35,4",BRC0377N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0377N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,36","0,20",BRC0377N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0377N,Nome não encontrado
Riboflavina,mg,"0,05","0,03",BRC0377N,Nome não encontrado
Niacina,mg,"0,73","0,40",BRC0377N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0377N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0377N,Nome não encontrado
Vitamina C,mg,"9,81","5,40",BRC0377N,Nome não encontrado
Equivalente de folato,mcg,"22,2","12,2",BRC0377N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0377N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0377N,Nome não encontrado
Gordura de adição,g,-,-,BRC0377N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0377N,Nome não encontrado
Proteína animal,g,-,-,BRC0377N,Nome não encontrado
