componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,248,99,BRC0391B,Nome não encontrado
Energia,kcal,60,24,BRC0391B,Nome não encontrado
Umidade,g,"89,5","35,8",BRC0391B,Nome não encontrado
Carboidrato total,g,"2,41","0,96",BRC0391B,Nome não encontrado
Carboidrato disponível,g,"0,27","0,11",BRC0391B,Nome não encontrado
Proteína,g,"1,60","0,64",BRC0391B,Nome não encontrado
Lipídios,g,"5,39","2,15",BRC0391B,Nome não encontrado
Fibra alimentar,g,"2,13","0,85",BRC0391B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0391B,Nome não encontrado
Cinzas,g,"1,13","0,45",BRC0391B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0391B,Nome não encontrado
Ácidos graxos saturados,g,"0,84","0,34",BRC0391B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,84","1,54",BRC0391B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,65","0,26",BRC0391B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0391B,Nome não encontrado
Cálcio,mg,"53,2","21,3",BRC0391B,Nome não encontrado
Ferro,mg,"1,32","0,53",BRC0391B,Nome não encontrado
Sódio,mg,131,"52,6",BRC0391B,Nome não encontrado
Magnésio,mg,"13,3","5,33",BRC0391B,Nome não encontrado
Fósforo,mg,"34,2","13,7",BRC0391B,Nome não encontrado
Potássio,mg,300,120,BRC0391B,Nome não encontrado
Manganês,mg,"0,23","0,09",BRC0391B,Nome não encontrado
Zinco,mg,"0,28","0,11",BRC0391B,Nome não encontrado
Cobre,mg,"0,04","0,02",BRC0391B,Nome não encontrado
Selênio,mcg,"0,20","0,08",BRC0391B,Nome não encontrado
Vitamina A (RE),mcg,395,158,BRC0391B,Nome não encontrado
Vitamina A (RAE),mcg,197,"79,1",BRC0391B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0391B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,09","0,44",BRC0391B,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0391B,Nome não encontrado
Riboflavina,mg,"0,03","0,01",BRC0391B,Nome não encontrado
Niacina,mg,"0,37","0,15",BRC0391B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0391B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0391B,Nome não encontrado
Vitamina C,mg,"29,2","11,7",BRC0391B,Nome não encontrado
Equivalente de folato,mcg,"46,9","18,8",BRC0391B,Nome não encontrado
Sal de adição,g,"0,32","0,13",BRC0391B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0391B,Nome não encontrado
Gordura de adição,g,-,-,BRC0391B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0391B,Nome não encontrado
Proteína animal,g,-,-,BRC0391B,Nome não encontrado
