componente,unidade,Valor por 100g,Colher sopa cheia (45 g),Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,94,42,23,BRC0026B,Nome não encontrado
Energia,kcal,23,10,5,BRC0026B,Nome não encontrado
Umidade,g,"91,6","41,2","22,9",BRC0026B,Nome não encontrado
Carboidrato total,g,"6,19","2,79","1,55",BRC0026B,Nome não encontrado
Carboidrato disponível,g,"1,36","0,61","0,34",BRC0026B,Nome não encontrado
Proteína,g,"1,40","0,63","0,35",BRC0026B,Nome não encontrado
Lipídios,g,"0,22","0,10","0,06",BRC0026B,Nome não encontrado
Fibra alimentar,g,"4,83","2,17","1,21",BRC0026B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Cinzas,g,"0,56","0,25","0,14",BRC0026B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02","0,01",BRC0026B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01","0,01",BRC0026B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,05","0,03",BRC0026B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Cálcio,mg,"20,0","8,99","4,99",BRC0026B,Nome não encontrado
Ferro,mg,"0,34","0,15","0,08",BRC0026B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0026B,Nome não encontrado
Magnésio,mg,"20,6","9,28","5,16",BRC0026B,Nome não encontrado
Fósforo,mg,"29,0","13,1","7,26",BRC0026B,Nome não encontrado
Potássio,mg,212,"95,8","53,2",BRC0026B,Nome não encontrado
Manganês,mg,"0,14","0,06","0,04",BRC0026B,Nome não encontrado
Zinco,mg,"0,14","0,06","0,04",BRC0026B,Nome não encontrado
Cobre,mg,"0,10","0,05","0,03",BRC0026B,Nome não encontrado
Selênio,mcg,"0,17","0,08","0,04",BRC0026B,Nome não encontrado
Vitamina A (RE),mcg,"12,7","5,70","3,17",BRC0026B,Nome não encontrado
Vitamina A (RAE),mcg,"6,33","2,85","1,58",BRC0026B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,37","0,17","0,09",BRC0026B,Nome não encontrado
Tiamina,mg,"0,07","0,03","0,02",BRC0026B,Nome não encontrado
Riboflavina,mg,"0,04","0,02","0,01",BRC0026B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0026B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0026B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Vitamina C,mg,"6,79","3,06","1,70",BRC0026B,Nome não encontrado
Equivalente de folato,mcg,"23,9","10,8","5,98",BRC0026B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0026B,Nome não encontrado
Proteína vegetal,g,"1,40","0,63","0,35",BRC0026B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0026B,Nome não encontrado
