componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,608,608,BRC0065J,Nome não encontrado
Energia,kcal,146,146,BRC0065J,Nome não encontrado
Umidade,g,"74,7","74,7",BRC0065J,Nome não encontrado
Carboidrato total,g,"2,30","2,30",BRC0065J,Nome não encontrado
Carboidrato disponível,g,"2,30","2,30",BRC0065J,Nome não encontrado
Proteína,g,"12,2","12,2",BRC0065J,Nome não encontrado
Lipídios,g,"9,77","9,77",BRC0065J,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0065J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065J,Nome não encontrado
Cinzas,g,"0,96","0,96",BRC0065J,Nome não encontrado
Colesterol,mg,390,390,BRC0065J,Nome não encontrado
Ácidos graxos saturados,g,"2,85","2,85",BRC0065J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,95","3,95",BRC0065J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,32","1,32",BRC0065J,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0065J,Nome não encontrado
Cálcio,mg,"43,6","43,6",BRC0065J,Nome não encontrado
Ferro,mg,"1,93","1,93",BRC0065J,Nome não encontrado
Sódio,mg,173,173,BRC0065J,Nome não encontrado
Magnésio,mg,"11,6","11,6",BRC0065J,Nome não encontrado
Fósforo,mg,170,170,BRC0065J,Nome não encontrado
Potássio,mg,154,154,BRC0065J,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0065J,Nome não encontrado
Zinco,mg,"1,44","1,44",BRC0065J,Nome não encontrado
Cobre,mg,"0,06","0,06",BRC0065J,Nome não encontrado
Selênio,mcg,"16,2","16,2",BRC0065J,Nome não encontrado
Vitamina A (RE),mcg,172,172,BRC0065J,Nome não encontrado
Vitamina A (RAE),mcg,171,171,BRC0065J,Nome não encontrado
Vitamina D,mcg,"2,05","2,05",BRC0065J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","1,08",BRC0065J,Nome não encontrado
Tiamina,mg,"0,07","0,07",BRC0065J,Nome não encontrado
Riboflavina,mg,"0,60","0,60",BRC0065J,Nome não encontrado
Niacina,mg,"0,74","0,74",BRC0065J,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0065J,Nome não encontrado
Vitamina B12,mcg,"0,89","0,89",BRC0065J,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0065J,Nome não encontrado
Equivalente de folato,mcg,"34,8","34,8",BRC0065J,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0065J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0065J,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0065J,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0065J,Nome não encontrado
Proteína animal,g,"12,2","12,2",BRC0065J,Nome não encontrado
