componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (15 g),codigo_alimento,nome_alimento
Energia,kJ,69,17,10,BRC0052B,Nome não encontrado
Energia,kcal,16,4,2,BRC0052B,Nome não encontrado
Umidade,g,"94,8","23,7","14,2",BRC0052B,Nome não encontrado
Carboidrato total,g,"3,41","0,85","0,51",BRC0052B,Nome não encontrado
Carboidrato disponível,g,"1,36","0,34","0,20",BRC0052B,Nome não encontrado
Proteína,g,"1,28","0,32","0,19",BRC0052B,Nome não encontrado
Lipídios,g,"0,20","0,05","0,03",BRC0052B,Nome não encontrado
Fibra alimentar,g,"2,05","0,51","0,31",BRC0052B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Cinzas,g,"0,32","0,08","0,05",BRC0052B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,02","0,01",BRC0052B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0052B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,02","0,01",BRC0052B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Cálcio,mg,"14,8","3,71","2,23",BRC0052B,Nome não encontrado
Ferro,mg,"0,12","0,03","0,02",BRC0052B,Nome não encontrado
Sódio,mg,"1,64","0,41","0,25",BRC0052B,Nome não encontrado
Magnésio,mg,"5,01","1,25","0,75",BRC0052B,Nome não encontrado
Fósforo,mg,"23,4","5,85","3,51",BRC0052B,Nome não encontrado
Potássio,mg,"74,0","18,5","11,1",BRC0052B,Nome não encontrado
Manganês,mg,"0,09","0,02","0,01",BRC0052B,Nome não encontrado
Zinco,mg,"0,24","0,06","0,04",BRC0052B,Nome não encontrado
Cobre,mg,traços,traços,traços,BRC0052B,Nome não encontrado
Selênio,mcg,"0,34","0,08","0,05",BRC0052B,Nome não encontrado
Vitamina A (RE),mcg,"3,67","0,92","0,55",BRC0052B,Nome não encontrado
Vitamina A (RAE),mcg,"1,83","0,46","0,28",BRC0052B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,03","0,01","0,00",BRC0052B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,01",BRC0052B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0052B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0052B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0052B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Vitamina C,mg,"21,8","5,45","3,27",BRC0052B,Nome não encontrado
Equivalente de folato,mcg,"32,7","8,18","4,91",BRC0052B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
Proteína vegetal,g,"1,28","0,32","0,19",BRC0052B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0052B,Nome não encontrado
