componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,185,444,305,BRC0254C,Nome não encontrado
Energia,kcal,44,104,71,BRC0254C,Nome não encontrado
Umidade,g,"88,4",212,145,BRC0254C,Nome não encontrado
Carboidrato total,g,"10,7","25,6","17,6",BRC0254C,Nome não encontrado
Carboidrato disponível,g,"10,4","24,9","17,1",BRC0254C,Nome não encontrado
Proteína,g,"0,19","0,45","0,31",BRC0254C,Nome não encontrado
Lipídios,g,"0,09","0,21","0,15",BRC0254C,Nome não encontrado
Fibra alimentar,g,"0,28","0,66","0,46",BRC0254C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Cinzas,g,"0,16","0,39","0,27",BRC0254C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Cálcio,mg,"0,56","1,35","0,93",BRC0254C,Nome não encontrado
Ferro,mg,"0,09","0,22","0,15",BRC0254C,Nome não encontrado
Sódio,mg,"17,6","42,3","29,1",BRC0254C,Nome não encontrado
Magnésio,mg,"3,85","9,25","6,36",BRC0254C,Nome não encontrado
Fósforo,mg,"4,51","10,8","7,43",BRC0254C,Nome não encontrado
Potássio,mg,"47,9",114,"79,0",BRC0254C,Nome não encontrado
Manganês,mg,"0,03","0,07","0,05",BRC0254C,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0254C,Nome não encontrado
Cobre,mg,"0,02","0,04","0,03",BRC0254C,Nome não encontrado
Selênio,mcg,"0,04","0,09","0,06",BRC0254C,Nome não encontrado
Vitamina A (RE),mcg,"6,16","14,8","10,2",BRC0254C,Nome não encontrado
Vitamina A (RAE),mcg,"3,08","7,39","5,08",BRC0254C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0254C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0254C,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Vitamina C,mg,"70,9",170,116,BRC0254C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Açúcar de adição,g,,,,BRC0254C,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
Proteína vegetal,g,"0,19","0,45","0,31",BRC0254C,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0254C,Nome não encontrado
