componente,unidade,Valor por 100g,Porção Média (60 g),codigo_alimento,nome_alimento
Energia,kJ,1104,662,BRC0815A,Nome não encontrado
Energia,kcal,263,157,BRC0815A,Nome não encontrado
Umidade,g,"47,5","28,5",BRC0815A,Nome não encontrado
Carboidrato total,g,"29,9","17,9",BRC0815A,Nome não encontrado
Carboidrato disponível,g,"29,0","17,4",BRC0815A,Nome não encontrado
Proteína,g,"9,01","5,41",BRC0815A,Nome não encontrado
Lipídios,g,"12,2","7,32",BRC0815A,Nome não encontrado
Fibra alimentar,g,"0,89","0,53",BRC0815A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0815A,Nome não encontrado
Cinzas,g,"1,40","0,84",BRC0815A,Nome não encontrado
Colesterol,mg,108,"64,8",BRC0815A,Nome não encontrado
Ácidos graxos saturados,g,"3,27","1,96",BRC0815A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,31","1,99",BRC0815A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,71","2,83",BRC0815A,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,04",BRC0815A,Nome não encontrado
Cálcio,mg,"90,6","54,4",BRC0815A,Nome não encontrado
Ferro,mg,"2,52","1,51",BRC0815A,Nome não encontrado
Sódio,mg,276,165,BRC0815A,Nome não encontrado
Magnésio,mg,"20,3","12,2",BRC0815A,Nome não encontrado
Fósforo,mg,140,"84,0",BRC0815A,Nome não encontrado
Potássio,mg,184,110,BRC0815A,Nome não encontrado
Manganês,mg,"0,16","0,10",BRC0815A,Nome não encontrado
Zinco,mg,"0,93","0,56",BRC0815A,Nome não encontrado
Cobre,mg,"0,10","0,06",BRC0815A,Nome não encontrado
Selênio,mcg,"9,53","5,72",BRC0815A,Nome não encontrado
Vitamina A (RE),mcg,"78,1","46,9",BRC0815A,Nome não encontrado
Vitamina A (RAE),mcg,"77,2","46,3",BRC0815A,Nome não encontrado
Vitamina D,mcg,"1,34","0,80",BRC0815A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,53","0,32",BRC0815A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0815A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0815A,Nome não encontrado
Niacina,mg,"1,47","0,88",BRC0815A,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0815A,Nome não encontrado
Vitamina B12,mcg,"0,43","0,26",BRC0815A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0815A,Nome não encontrado
Equivalente de folato,mcg,"80,8","48,5",BRC0815A,Nome não encontrado
Sal de adição,g,"0,47","0,28",BRC0815A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0815A,Nome não encontrado
Gordura de adição,g,"6,90","4,14",BRC0815A,Nome não encontrado
Proteína vegetal,g,"3,69","2,21",BRC0815A,Nome não encontrado
Proteína animal,g,"5,14","3,08",BRC0815A,Nome não encontrado
