componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,245,BRC0289C,Nome não encontrado
Energia,kcal,59,BRC0289C,Nome não encontrado
Umidade,g,"83,4",BRC0289C,Nome não encontrado
Carboidrato total,g,"13,1",BRC0289C,Nome não encontrado
Carboidrato disponível,g,"5,58",BRC0289C,Nome não encontrado
Proteína,g,"1,00",BRC0289C,Nome não encontrado
Lipídios,g,"1,99",BRC0289C,Nome não encontrado
Fibra alimentar,g,"7,50",BRC0289C,Nome não encontrado
Álcool,g,"0,00",BRC0289C,Nome não encontrado
Cinzas,g,"0,59",BRC0289C,Nome não encontrado
Colesterol,mg,"0,00",BRC0289C,Nome não encontrado
Ácidos graxos saturados,g,,BRC0289C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,BRC0289C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,BRC0289C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0289C,Nome não encontrado
Cálcio,mg,"18,0",BRC0289C,Nome não encontrado
Ferro,mg,"0,74",BRC0289C,Nome não encontrado
Sódio,mg,,BRC0289C,Nome não encontrado
Magnésio,mg,"41,0",BRC0289C,Nome não encontrado
Fósforo,mg,"6,00",BRC0289C,Nome não encontrado
Potássio,mg,240,BRC0289C,Nome não encontrado
Manganês,mg,"0,00",BRC0289C,Nome não encontrado
Zinco,mg,"0,43",BRC0289C,Nome não encontrado
Cobre,mg,"0,04",BRC0289C,Nome não encontrado
Selênio,mcg,,BRC0289C,Nome não encontrado
Vitamina A (RE),mcg,"8,72",BRC0289C,Nome não encontrado
Vitamina A (RAE),mcg,"4,37",BRC0289C,Nome não encontrado
Vitamina D,mcg,,BRC0289C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,-,BRC0289C,Nome não encontrado
Tiamina,mg,,BRC0289C,Nome não encontrado
Riboflavina,mg,,BRC0289C,Nome não encontrado
Niacina,mg,,BRC0289C,Nome não encontrado
Vitamina B6,mg,,BRC0289C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0289C,Nome não encontrado
Vitamina C,mg,145,BRC0289C,Nome não encontrado
Equivalente de folato,mcg,"98,3",BRC0289C,Nome não encontrado
Sal de adição,g,"0,00",BRC0289C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0289C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0289C,Nome não encontrado
Proteína vegetal,g,"1,00",BRC0289C,Nome não encontrado
Proteína animal,g,"0,00",BRC0289C,Nome não encontrado
