componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,147,352,242,BRC0148C,Nome não encontrado
Energia,kcal,35,83,57,BRC0148C,Nome não encontrado
Umidade,g,"90,9",218,149,BRC0148C,Nome não encontrado
Carboidrato total,g,"8,22","19,7","13,6",BRC0148C,Nome não encontrado
Carboidrato disponível,g,"7,39","17,7","12,2",BRC0148C,Nome não encontrado
Proteína,g,"0,42","1,01","0,69",BRC0148C,Nome não encontrado
Lipídios,g,"0,20","0,48","0,33",BRC0148C,Nome não encontrado
Fibra alimentar,g,"0,83","2,00","1,38",BRC0148C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Cinzas,g,"0,26","0,61","0,42",BRC0148C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,02",BRC0148C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,07","0,05",BRC0148C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,15","0,36","0,24",BRC0148C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Cálcio,mg,"7,85","18,8","13,0",BRC0148C,Nome não encontrado
Ferro,mg,"0,14","0,34","0,24",BRC0148C,Nome não encontrado
Sódio,mg,"6,10","14,6","10,1",BRC0148C,Nome não encontrado
Magnésio,mg,"5,52","13,2","9,10",BRC0148C,Nome não encontrado
Fósforo,mg,"14,4","34,5","23,7",BRC0148C,Nome não encontrado
Potássio,mg,"51,1",122,"84,3",BRC0148C,Nome não encontrado
Manganês,mg,"0,10","0,23","0,16",BRC0148C,Nome não encontrado
Zinco,mg,"0,05","0,11","0,08",BRC0148C,Nome não encontrado
Cobre,mg,"0,02","0,06","0,04",BRC0148C,Nome não encontrado
Selênio,mcg,"0,21","0,51","0,35",BRC0148C,Nome não encontrado
Vitamina A (RE),mcg,"4,46","10,7","7,36",BRC0148C,Nome não encontrado
Vitamina A (RAE),mcg,"2,23","5,35","3,68",BRC0148C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,19","0,46","0,32",BRC0148C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0148C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0148C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0148C,Nome não encontrado
Vitamina B6,mg,"0,01","0,03","0,02",BRC0148C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Vitamina C,mg,"34,9","83,7","57,6",BRC0148C,Nome não encontrado
Equivalente de folato,mcg,"10,9","26,1","18,0",BRC0148C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0148C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0148C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0148C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0148C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0148C,Nome não encontrado
